personId,planIndex,planElementType,planElementIndex,activityType,activityLocationX,activityLocationY,activityEndTime,legMode
030400-2013000687996-0-2096798,0,activity,0,Home,547288.9921751537,4177848.901446135,50760.0,
030400-2013000687996-0-2096798,0,leg,1,,,,,
030400-2013000687996-0-2096798,0,activity,2,Eatout,547844.4493894746,4182618.4786799448,53340.0,
030400-2013000687996-0-2096798,0,leg,3,,,,,
030400-2013000687996-0-2096798,0,activity,4,Home,547288.9921751537,4177848.901446135,-Infinity,
030400-2013000687996-0-2096799,0,activity,0,Home,547288.9921751537,4177848.901446135,51780.0,
030400-2013000687996-0-2096799,0,leg,1,,,,,
030400-2013000687996-0-2096799,0,activity,2,Escort,554797.0011198283,4176392.2293440346,54480.0,
030400-2013000687996-0-2096799,0,leg,3,,,,,
030400-2013000687996-0-2096799,0,activity,4,Home,547288.9921751537,4177848.901446135,-Infinity,
030400-2013000868842-0-1841912,0,activity,0,Home,547288.9921751537,4177848.901446135,51780.0,
030400-2013000868842-0-1841912,0,leg,1,,,,,
030400-2013000868842-0-1841912,0,activity,2,Escort,554797.0011198283,4176392.2293440346,54480.0,
030400-2013000868842-0-1841912,0,leg,3,,,,,
030400-2013000868842-0-1841912,0,activity,4,Home,547288.9921751537,4177848.901446135,-Infinity,
030400-2013000868842-0-1841913,0,activity,0,Home,547288.9921751537,4177848.901446135,51780.0,
030400-2013000868842-0-1841913,0,leg,1,,,,,
030400-2013000868842-0-1841913,0,activity,2,Escort,554797.0011198283,4176392.2293440346,54480.0,
030400-2013000868842-0-1841913,0,leg,3,,,,,
030400-2013000868842-0-1841913,0,activity,4,Home,547288.9921751537,4177848.901446135,-Infinity,
030400-2013000868842-0-1841914,0,activity,0,Home,547288.9921751537,4177848.901446135,26820.0,
030400-2013000868842-0-1841914,0,leg,1,,,,,
030400-2013000868842-0-1841914,0,activity,2,School,548177.1457453085,4174408.0716225784,55020.0,
030400-2013000868842-0-1841914,0,leg,3,,,,,
030400-2013000868842-0-1841914,0,activity,4,Home,547288.9921751537,4177848.901446135,-Infinity,
030400-2014001310132-0-951375,0,activity,0,Home,547136.2032200678,4178036.4732213393,43620.0,
030400-2014001310132-0-951375,0,leg,1,,,,,
030400-2014001310132-0-951375,0,activity,2,School,545046.1827066913,4179131.328734966,61080.0,
030400-2014001310132-0-951375,0,leg,3,,,,,
030400-2014001310132-0-951375,0,activity,4,Home,547136.2032200678,4178036.4732213393,-Infinity,
030400-2014001310132-0-951376,0,activity,0,Home,547136.2032200678,4178036.4732213393,43620.0,
030400-2014001310132-0-951376,0,leg,1,,,,,
030400-2014001310132-0-951376,0,activity,2,School,545046.1827066913,4179131.328734966,61080.0,
030400-2014001310132-0-951376,0,leg,3,,,,,
030400-2014001310132-0-951376,0,activity,4,Home,547136.2032200678,4178036.4732213393,-Infinity,
030400-2014001310132-0-951377,0,activity,0,Home,547136.2032200678,4178036.4732213393,22440.0,
030400-2014001310132-0-951377,0,leg,1,,,,,
030400-2014001310132-0-951377,0,activity,2,Work,547766.3996149815,4177017.9195892843,50940.0,
030400-2014001310132-0-951377,0,leg,3,,,,,
030400-2014001310132-0-951377,0,activity,4,Home,547136.2032200678,4178036.4732213393,-Infinity,
030400-2014001310132-0-951378,0,activity,0,Home,547136.2032200678,4178036.4732213393,43620.0,
030400-2014001310132-0-951378,0,leg,1,,,,,
030400-2014001310132-0-951378,0,activity,2,School,545046.1827066913,4179131.328734966,61080.0,
030400-2014001310132-0-951378,0,leg,3,,,,,
030400-2014001310132-0-951378,0,activity,4,Home,547136.2032200678,4178036.4732213393,-Infinity,
030400-2015000382639-0-6296761,0,activity,0,Home,547309.9398833553,4178230.963497037,33000.0,
030400-2015000382639-0-6296761,0,leg,1,,,,,
030400-2015000382639-0-6296761,0,activity,2,Other,545876.9326524434,4180682.5969625986,75600.0,
030400-2015000382639-0-6296761,0,leg,3,,,,,
030400-2015000382639-0-6296761,0,activity,4,Home,547309.9398833553,4178230.963497037,-Infinity,
030400-2015000382639-0-6296762,0,activity,0,Home,547309.9398833553,4178230.963497037,27660.0,
030400-2015000382639-0-6296762,0,leg,1,,,,,
030400-2015000382639-0-6296762,0,activity,2,Work,545761.0966434436,4175662.2708915747,52320.0,
030400-2015000382639-0-6296762,0,leg,3,,,,,
030400-2015000382639-0-6296762,0,activity,4,Home,547309.9398833553,4178230.963497037,-Infinity,
030400-2015000382639-0-6296763,0,activity,0,Home,547309.9398833553,4178230.963497037,28740.0,
030400-2015000382639-0-6296763,0,leg,1,,,,,
030400-2015000382639-0-6296763,0,activity,2,School,545673.61066835,4179661.7600006126,53460.0,
030400-2015000382639-0-6296763,0,leg,3,,,,,
030400-2015000382639-0-6296763,0,activity,4,Home,547309.9398833553,4178230.963497037,-Infinity,
030400-2015000382639-0-6296764,0,activity,0,Home,547309.9398833553,4178230.963497037,37620.0,
030400-2015000382639-0-6296764,0,leg,1,,,,,
030400-2015000382639-0-6296764,0,activity,2,Shopping,550178.5537991747,4175649.180577672,55020.0,
030400-2015000382639-0-6296764,0,leg,3,,,,,
030400-2015000382639-0-6296764,0,activity,4,Home,547309.9398833553,4178230.963497037,65460.0,
030400-2015000382639-0-6296764,0,leg,5,,,,,
030400-2015000382639-0-6296764,0,activity,6,Social,548129.9710833746,4179165.8692594534,67620.0,
030400-2015000382639-0-6296764,0,leg,7,,,,,
030400-2015000382639-0-6296764,0,activity,8,Home,547309.9398833553,4178230.963497037,-Infinity,
030400-2015001060705-0-443232,0,activity,0,Home,547029.933634577,4177615.341170397,51420.0,
030400-2015001060705-0-443232,0,leg,1,,,,,
030400-2015001060705-0-443232,0,activity,2,Work,552128.2225244783,4180134.6853911374,71640.0,
030400-2015001060705-0-443232,0,leg,3,,,,,
030400-2015001060705-0-443232,0,activity,4,Home,547029.933634577,4177615.341170397,-Infinity,
030400-2015001060705-0-443233,0,activity,0,Home,547029.933634577,4177615.341170397,38160.0,
030400-2015001060705-0-443233,0,leg,1,,,,,
030400-2015001060705-0-443233,0,activity,2,School,545738.545109736,4177097.4214246,73800.0,
030400-2015001060705-0-443233,0,leg,3,,,,,
030400-2015001060705-0-443233,0,activity,4,Home,547029.933634577,4177615.341170397,-Infinity,
030400-2015001060705-0-443234,0,activity,0,Home,547029.933634577,4177615.341170397,55320.0,
030400-2015001060705-0-443234,0,leg,1,,,,,
030400-2015001060705-0-443234,0,activity,2,Shopping,545545.7655884128,4176108.668947326,57060.0,
030400-2015001060705-0-443234,0,leg,3,,,,,
030400-2015001060705-0-443234,0,activity,4,Home,547029.933634577,4177615.341170397,-Infinity,
030400-2015001060705-0-443235,0,activity,0,Home,547029.933634577,4177615.341170397,44820.0,
030400-2015001060705-0-443235,0,leg,1,,,,,
030400-2015001060705-0-443235,0,activity,2,School,550532.6228612498,4176703.8929563705,73020.0,
030400-2015001060705-0-443235,0,leg,3,,,,,
030400-2015001060705-0-443235,0,activity,4,Eatout,547238.4719869683,4178682.6341956053,75180.0,
030400-2015001060705-0-443235,0,leg,5,,,,,
030400-2015001060705-0-443235,0,activity,6,Home,547029.933634577,4177615.341170397,-Infinity,
030500-2016000120558-0-6041855,0,activity,0,Home,547677.0336455966,4177963.330971089,37260.0,
030500-2016000120558-0-6041855,0,leg,1,,,,,
030500-2016000120558-0-6041855,0,activity,2,Social,548246.0833761342,4178888.423217135,76560.0,
030500-2016000120558-0-6041855,0,leg,3,,,,,
030500-2016000120558-0-6041855,0,activity,4,Home,547677.0336455966,4177963.330971089,-Infinity,
030500-2016000120558-0-6041856,0,activity,0,Home,547677.6260631789,4177967.539480183,29580.0,
030500-2016000120558-0-6041856,0,leg,1,,,,,
030500-2016000120558-0-6041856,0,activity,2,School,543844.7416855642,4178642.8258011737,50580.0,
030500-2016000120558-0-6041856,0,leg,3,,,,,
030500-2016000120558-0-6041856,0,activity,4,Home,547677.6260631789,4177967.539480183,-Infinity,
030500-2016000120558-0-6041857,0,activity,0,Home,547677.6260631789,4177967.539480183,53880.0,
030500-2016000120558-0-6041857,0,leg,1,,,,,
030500-2016000120558-0-6041857,0,activity,2,Eatout,549388.3056531425,4181086.626156099,60240.0,
030500-2016000120558-0-6041857,0,leg,3,,,,,
030500-2016000120558-0-6041857,0,activity,4,Home,547677.6260631789,4177967.539480183,-Infinity,
030500-2016000806483-0-4893978,0,activity,0,Home,547901.2021433003,4178378.9097307697,25920.0,
030500-2016000806483-0-4893978,0,leg,1,,,,,
030500-2016000806483-0-4893978,0,activity,2,Work,552251.2174584453,4179178.7340531293,57180.0,
030500-2016000806483-0-4893978,0,leg,3,,,,,
030500-2016000806483-0-4893978,0,activity,4,Home,547901.2021433003,4178378.9097307697,-Infinity,
030500-2016000806483-0-4893979,0,activity,0,Home,547901.2021433003,4178378.9097307697,25920.0,
030500-2016000806483-0-4893979,0,leg,1,,,,,
030500-2016000806483-0-4893979,0,activity,2,Work,552251.2174584453,4179178.7340531293,57180.0,
030500-2016000806483-0-4893979,0,leg,3,,,,,
030500-2016000806483-0-4893979,0,activity,4,Home,547901.2021433003,4178378.9097307697,-Infinity,
030600-2014000768058-0-189024,0,activity,0,Home,548342.8256071908,4177472.3547049416,31680.0,
030600-2014000768058-0-189024,0,leg,1,,,,,
030600-2014000768058-0-189024,0,activity,2,Eatout,545989.2538303898,4176013.125712431,74220.0,
030600-2014000768058-0-189024,0,leg,3,,,,,
030600-2014000768058-0-189024,0,activity,4,Home,548342.8256071908,4177472.3547049416,-Infinity,
030600-2014000768058-0-189025,0,activity,0,Home,548342.8256071908,4177472.3547049416,40380.0,
030600-2014000768058-0-189025,0,leg,1,,,,,
030600-2014000768058-0-189025,0,activity,2,School,545200.7660319894,4177995.9168832814,57720.0,
030600-2014000768058-0-189025,0,leg,3,,,,,
030600-2014000768058-0-189025,0,activity,4,Home,548342.8256071908,4177472.3547049416,-Infinity,
030600-2015000935210-0-1713066,0,activity,0,Home,547958.5011240299,4177362.4037250476,31680.0,
030600-2015000935210-0-1713066,0,leg,1,,,,,
030600-2015000935210-0-1713066,0,activity,2,Work,543124.785979274,4181631.8347460367,63120.0,
030600-2015000935210-0-1713066,0,leg,3,,,,,
030600-2015000935210-0-1713066,0,activity,4,Home,547958.5011240299,4177362.4037250476,66420.0,
030600-2015000935210-0-1713066,0,leg,5,,,,,
030600-2015000935210-0-1713066,0,activity,6,Shopping,552614.57339677,4179896.0363405794,72720.0,
030600-2015000935210-0-1713066,0,leg,7,,,,,
030600-2015000935210-0-1713066,0,activity,8,Home,547958.5011240299,4177362.4037250476,-Infinity,
030600-2015000935210-0-1713067,0,activity,0,Home,547958.5011240299,4177362.4037250476,21900.0,
030600-2015000935210-0-1713067,0,leg,1,,,,,
030600-2015000935210-0-1713067,0,activity,2,School,545505.9593577741,4175005.6810173015,46560.0,
030600-2015000935210-0-1713067,0,leg,3,,,,,
030600-2015000935210-0-1713067,0,activity,4,Home,547958.5011240299,4177362.4037250476,-Infinity,
030600-2015000935210-0-1713068,0,activity,0,Home,547958.5011240299,4177362.4037250476,42840.0,
030600-2015000935210-0-1713068,0,leg,1,,,,,
030600-2015000935210-0-1713068,0,activity,2,Other,549645.8415926364,4182511.8224542327,49020.0,
030600-2015000935210-0-1713068,0,leg,3,,,,,
030600-2015000935210-0-1713068,0,activity,4,Home,547958.5011240299,4177362.4037250476,57840.0,
030600-2015000935210-0-1713068,0,leg,5,,,,,
030600-2015000935210-0-1713068,0,activity,6,Shopping,548865.5985137817,4174594.7675584853,60900.0,
030600-2015000935210-0-1713068,0,leg,7,,,,,
030600-2015000935210-0-1713068,0,activity,8,Home,547958.5011240299,4177362.4037250476,-Infinity,
030600-2015000935210-0-1713069,0,activity,0,Home,547958.5011240299,4177362.4037250476,31680.0,
030600-2015000935210-0-1713069,0,leg,1,,,,,
030600-2015000935210-0-1713069,0,activity,2,Work,543124.785979274,4181631.8347460367,63120.0,
030600-2015000935210-0-1713069,0,leg,3,,,,,
030600-2015000935210-0-1713069,0,activity,4,Home,547958.5011240299,4177362.4037250476,66420.0,
030600-2015000935210-0-1713069,0,leg,5,,,,,
030600-2015000935210-0-1713069,0,activity,6,Shopping,552614.57339677,4179896.0363405794,72720.0,
030600-2015000935210-0-1713069,0,leg,7,,,,,
030600-2015000935210-0-1713069,0,activity,8,Home,547958.5011240299,4177362.4037250476,-Infinity,
030600-2015000935210-0-1713070,0,activity,0,Home,547958.5011240299,4177362.4037250476,42420.0,
030600-2015000935210-0-1713070,0,leg,1,,,,,
030600-2015000935210-0-1713070,0,activity,2,Shopping,552791.9977247599,4183264.2981011756,51840.0,
030600-2015000935210-0-1713070,0,leg,3,,,,,
030600-2015000935210-0-1713070,0,activity,4,Home,547958.5011240299,4177362.4037250476,-Infinity,
030600-2015000935210-0-1713071,0,activity,0,Home,547958.5011240299,4177362.4037250476,31680.0,
030600-2015000935210-0-1713071,0,leg,1,,,,,
030600-2015000935210-0-1713071,0,activity,2,Work,543124.785979274,4181631.8347460367,63120.0,
030600-2015000935210-0-1713071,0,leg,3,,,,,
030600-2015000935210-0-1713071,0,activity,4,Home,547958.5011240299,4177362.4037250476,66420.0,
030600-2015000935210-0-1713071,0,leg,5,,,,,
030600-2015000935210-0-1713071,0,activity,6,Shopping,552614.57339677,4179896.0363405794,72720.0,
030600-2015000935210-0-1713071,0,leg,7,,,,,
030600-2015000935210-0-1713071,0,activity,8,Home,547958.5011240299,4177362.4037250476,-Infinity,
030600-2015001362009-0-5913191,0,activity,0,Home,548165.7016405084,4177398.977433129,40380.0,
030600-2015001362009-0-5913191,0,leg,1,,,,,
030600-2015001362009-0-5913191,0,activity,2,School,545200.7660319894,4177995.9168832814,57720.0,
030600-2015001362009-0-5913191,0,leg,3,,,,,
030600-2015001362009-0-5913191,0,activity,4,Home,548165.7016405084,4177398.977433129,-Infinity,
030600-2015001362009-0-5913192,0,activity,0,Home,548165.7016405084,4177398.977433129,28800.0,
030600-2015001362009-0-5913192,0,leg,1,,,,,
030600-2015001362009-0-5913192,0,activity,2,Work,546677.2380273953,4172654.794325279,60360.0,
030600-2015001362009-0-5913192,0,leg,3,,,,,
030600-2015001362009-0-5913192,0,activity,4,Home,548165.7016405084,4177398.977433129,-Infinity,
030600-2015001362009-0-5913193,0,activity,0,Home,548165.7016405084,4177398.977433129,29460.0,
030600-2015001362009-0-5913193,0,leg,1,,,,,
030600-2015001362009-0-5913193,0,activity,2,Other,550123.8455257793,4178930.3236797675,43380.0,
030600-2015001362009-0-5913193,0,leg,3,,,,,
030600-2015001362009-0-5913193,0,activity,4,Home,548165.7016405084,4177398.977433129,53340.0,
030600-2015001362009-0-5913193,0,leg,5,,,,,
030600-2015001362009-0-5913193,0,activity,6,Shopping,553132.0648117503,4181657.1283351136,55560.0,
030600-2015001362009-0-5913193,0,leg,7,,,,,
030600-2015001362009-0-5913193,0,activity,8,Home,548165.7016405084,4177398.977433129,-Infinity,
030600-2015001362009-0-5913194,0,activity,0,Home,548165.7016405084,4177398.977433129,34560.0,
030600-2015001362009-0-5913194,0,leg,1,,,,,
030600-2015001362009-0-5913194,0,activity,2,Other,551500.9497950987,4182441.045536806,43980.0,
030600-2015001362009-0-5913194,0,leg,3,,,,,
030600-2015001362009-0-5913194,0,activity,4,Home,548165.7016405084,4177398.977433129,44100.0,
030600-2015001362009-0-5913194,0,leg,5,,,,,
030600-2015001362009-0-5913194,0,activity,6,Eatout,547625.4799848353,4182641.0858798204,45780.0,
030600-2015001362009-0-5913194,0,leg,7,,,,,
030600-2015001362009-0-5913194,0,activity,8,Shopping,553268.7862294456,4181521.110833462,46020.0,
030600-2015001362009-0-5913194,0,leg,9,,,,,
030600-2015001362009-0-5913194,0,activity,10,Home,548165.7016405084,4177398.977433129,54720.0,
030600-2015001362009-0-5913194,0,leg,11,,,,,
030600-2015001362009-0-5913194,0,activity,12,Social,553925.9485185979,4177816.4801949617,64680.0,
030600-2015001362009-0-5913194,0,leg,13,,,,,
030600-2015001362009-0-5913194,0,activity,14,Home,548165.7016405084,4177398.977433129,-Infinity,
030700-2012000079366-0-948962,0,activity,0,Home,548068.1724103556,4176549.8800939946,31980.0,
030700-2012000079366-0-948962,0,leg,1,,,,,
030700-2012000079366-0-948962,0,activity,2,Work,551081.915195816,4179455.5883836793,49260.0,
030700-2012000079366-0-948962,0,leg,3,,,,,
030700-2012000079366-0-948962,0,activity,4,Home,548068.1724103556,4176549.8800939946,-Infinity,
030700-2013000784517-0-6678214,0,activity,0,Home,548259.9225105521,4176338.28757817,28260.0,
030700-2013000784517-0-6678214,0,leg,1,,,,,
030700-2013000784517-0-6678214,0,activity,2,School,549489.119879701,4176351.233761644,78480.0,
030700-2013000784517-0-6678214,0,leg,3,,,,,
030700-2013000784517-0-6678214,0,activity,4,Home,548259.9225105521,4176338.28757817,-Infinity,
030700-2013000784517-0-6678215,0,activity,0,Home,548259.9225105521,4176338.28757817,54240.0,
030700-2013000784517-0-6678215,0,leg,1,,,,,
030700-2013000784517-0-6678215,0,activity,2,Other,551940.7382792279,4181414.7222371227,56460.0,
030700-2013000784517-0-6678215,0,leg,3,,,,,
030700-2013000784517-0-6678215,0,activity,4,Home,548259.9225105521,4176338.28757817,-Infinity,
030700-2013000784517-0-6678216,0,activity,0,Home,548173.064854811,4176375.797309138,31140.0,
030700-2013000784517-0-6678216,0,leg,1,,,,,
030700-2013000784517-0-6678216,0,activity,2,School,549627.1793028254,4176112.6000809353,48960.0,
030700-2013000784517-0-6678216,0,leg,3,,,,,
030700-2013000784517-0-6678216,0,activity,4,Home,548173.064854811,4176375.797309138,61680.0,
030700-2013000784517-0-6678216,0,leg,5,,,,,
030700-2013000784517-0-6678216,0,activity,6,School,548616.3491461932,4175385.6758270944,79500.0,
030700-2013000784517-0-6678216,0,leg,7,,,,,
030700-2013000784517-0-6678216,0,activity,8,Home,548173.064854811,4176375.797309138,-Infinity,
030700-2014001273305-0-2348446,0,activity,0,Home,548125.8974386975,4177241.5147478953,46800.0,
030700-2014001273305-0-2348446,0,leg,1,,,,,
030700-2014001273305-0-2348446,0,activity,2,Work,551623.7780169616,4181338.895258524,63480.0,
030700-2014001273305-0-2348446,0,leg,3,,,,,
030700-2014001273305-0-2348446,0,activity,4,Home,548125.8974386975,4177241.5147478953,-Infinity,
030700-2014001273305-0-2348447,0,activity,0,Home,548125.8974386975,4177241.5147478953,26100.0,
030700-2014001273305-0-2348447,0,leg,1,,,,,
030700-2014001273305-0-2348447,0,activity,2,Work,548020.4208662184,4181288.0888157827,57660.0,
030700-2014001273305-0-2348447,0,leg,3,,,,,
030700-2014001273305-0-2348447,0,activity,4,Home,548125.8974386975,4177241.5147478953,-Infinity,
030700-2014001273305-0-2348448,0,activity,0,Home,548125.8974386975,4177241.5147478953,26880.0,
030700-2014001273305-0-2348448,0,leg,1,,,,,
030700-2014001273305-0-2348448,0,activity,2,School,547699.184070541,4178413.7535202266,48060.0,
030700-2014001273305-0-2348448,0,leg,3,,,,,
030700-2014001273305-0-2348448,0,activity,4,Home,548125.8974386975,4177241.5147478953,62280.0,
030700-2014001273305-0-2348448,0,leg,5,,,,,
030700-2014001273305-0-2348448,0,activity,6,Social,552415.6471412617,4183103.799734986,78900.0,
030700-2014001273305-0-2348448,0,leg,7,,,,,
030700-2014001273305-0-2348448,0,activity,8,Home,548125.8974386975,4177241.5147478953,-Infinity,
030700-2014001273305-0-2348449,0,activity,0,Home,548125.8974386975,4177241.5147478953,46800.0,
030700-2014001273305-0-2348449,0,leg,1,,,,,
030700-2014001273305-0-2348449,0,activity,2,Work,551623.7780169616,4181338.895258524,63480.0,
030700-2014001273305-0-2348449,0,leg,3,,,,,
030700-2014001273305-0-2348449,0,activity,4,Home,548125.8974386975,4177241.5147478953,-Infinity,
030700-2014001273305-0-2348450,0,activity,0,Home,548125.8974386975,4177241.5147478953,27780.0,
030700-2014001273305-0-2348450,0,leg,1,,,,,
030700-2014001273305-0-2348450,0,activity,2,School,545294.114292857,4178001.238933284,59700.0,
030700-2014001273305-0-2348450,0,leg,3,,,,,
030700-2014001273305-0-2348450,0,activity,4,Home,548125.8974386975,4177241.5147478953,-Infinity,
030700-2014001382787-0-4257714,0,activity,0,Home,547564.908418935,4176826.6609149016,25560.0,
030700-2014001382787-0-4257714,0,leg,1,,,,,
030700-2014001382787-0-4257714,0,activity,2,Work,553247.952898586,4181096.3051836006,56700.0,
030700-2014001382787-0-4257714,0,leg,3,,,,,
030700-2014001382787-0-4257714,0,activity,4,Home,547564.908418935,4176826.6609149016,-Infinity,
030700-2014001382787-0-4257715,0,activity,0,Home,547564.908418935,4176826.6609149016,25560.0,
030700-2014001382787-0-4257715,0,leg,1,,,,,
030700-2014001382787-0-4257715,0,activity,2,Work,553247.952898586,4181096.3051836006,56700.0,
030700-2014001382787-0-4257715,0,leg,3,,,,,
030700-2014001382787-0-4257715,0,activity,4,Home,547564.908418935,4176826.6609149016,-Infinity,
030700-2015001002095-0-5913125,0,activity,0,Home,548231.1096670965,4176674.0260703852,48240.0,
030700-2015001002095-0-5913125,0,leg,1,,,,,
030700-2015001002095-0-5913125,0,activity,2,Escort,550849.8679053341,4181887.223055644,75720.0,
030700-2015001002095-0-5913125,0,leg,3,,,,,
030700-2015001002095-0-5913125,0,activity,4,Home,548231.1096670965,4176674.0260703852,-Infinity,
030700-2015001355718-0-6806739,0,activity,0,Home,548278.2693145081,4177248.225036777,36840.0,
030700-2015001355718-0-6806739,0,leg,1,,,,,
030700-2015001355718-0-6806739,0,activity,2,Escort,549991.1331453263,4182677.0910737035,38220.0,
030700-2015001355718-0-6806739,0,leg,3,,,,,
030700-2015001355718-0-6806739,0,activity,4,Home,548278.2693145081,4177248.225036777,-Infinity,
030700-2015001355718-0-6806740,0,activity,0,Home,548278.2693145081,4177248.225036777,27660.0,
030700-2015001355718-0-6806740,0,leg,1,,,,,
030700-2015001355718-0-6806740,0,activity,2,School,552687.2637826658,4181208.2744726473,62520.0,
030700-2015001355718-0-6806740,0,leg,3,,,,,
030700-2015001355718-0-6806740,0,activity,4,Home,548278.2693145081,4177248.225036777,-Infinity,
030700-2016000221287-0-5529916,0,activity,0,Home,547686.8795848922,4176854.0384577294,28200.0,
030700-2016000221287-0-5529916,0,leg,1,,,,,
030700-2016000221287-0-5529916,0,activity,2,Shopping,553667.5361751746,4176998.5762739796,67080.0,
030700-2016000221287-0-5529916,0,leg,3,,,,,
030700-2016000221287-0-5529916,0,activity,4,Home,547686.8795848922,4176854.0384577294,-Infinity,
030700-2016000221287-0-5529917,0,activity,0,Home,547686.8795848922,4176854.0384577294,28200.0,
030700-2016000221287-0-5529917,0,leg,1,,,,,
030700-2016000221287-0-5529917,0,activity,2,Shopping,553667.5361751746,4176998.5762739796,67080.0,
030700-2016000221287-0-5529917,0,leg,3,,,,,
030700-2016000221287-0-5529917,0,activity,4,Home,547686.8795848922,4176854.0384577294,-Infinity,
030700-2016000221287-0-5529918,0,activity,0,Home,547686.8795848922,4176854.0384577294,49860.0,
030700-2016000221287-0-5529918,0,leg,1,,,,,
030700-2016000221287-0-5529918,0,activity,2,Escort,546794.4592676552,4175240.4478943995,53040.0,
030700-2016000221287-0-5529918,0,leg,3,,,,,
030700-2016000221287-0-5529918,0,activity,4,Home,547686.8795848922,4176854.0384577294,-Infinity,
030700-2016000221287-0-5529919,0,activity,0,Home,547686.8795848922,4176854.0384577294,26220.0,
030700-2016000221287-0-5529919,0,leg,1,,,,,
030700-2016000221287-0-5529919,0,activity,2,School,547074.0989928592,4179151.4604292912,28200.0,
030700-2016000221287-0-5529919,0,leg,3,,,,,
030700-2016000221287-0-5529919,0,activity,4,Home,547686.8795848922,4176854.0384577294,-Infinity,
030700-2016000407652-0-3748315,0,activity,0,Home,549460.7225479973,4176395.4886993347,62340.0,
030700-2016000407652-0-3748315,0,leg,1,,,,,
030700-2016000407652-0-3748315,0,activity,2,Eatout,550132.6757637903,4182700.935844811,63300.0,
030700-2016000407652-0-3748315,0,leg,3,,,,,
030700-2016000407652-0-3748315,0,activity,4,Home,549460.7225479973,4176395.4886993347,-Infinity,
030700-2016000407652-0-3748316,0,activity,0,Home,549460.7225479973,4176395.4886993347,33180.0,
030700-2016000407652-0-3748316,0,leg,1,,,,,
030700-2016000407652-0-3748316,0,activity,2,School,544650.807594914,4180970.470499726,53640.0,
030700-2016000407652-0-3748316,0,leg,3,,,,,
030700-2016000407652-0-3748316,0,activity,4,Home,549460.7225479973,4176395.4886993347,-Infinity,
030800-2012001447302-0-4130148,0,activity,0,Home,547386.1946649009,4177119.20605723,26160.0,
030800-2012001447302-0-4130148,0,leg,1,,,,,
030800-2012001447302-0-4130148,0,activity,2,Work,546362.9374019958,4176543.2252293043,61980.0,
030800-2012001447302-0-4130148,0,leg,3,,,,,
030800-2012001447302-0-4130148,0,activity,4,Home,547386.1946649009,4177119.20605723,-Infinity,
030800-2012001447302-0-4130149,0,activity,0,Home,547386.1946649009,4177119.20605723,32820.0,
030800-2012001447302-0-4130149,0,leg,1,,,,,
030800-2012001447302-0-4130149,0,activity,2,Other,548678.9958539511,4178759.389817997,61020.0,
030800-2012001447302-0-4130149,0,leg,3,,,,,
030800-2012001447302-0-4130149,0,activity,4,Home,547386.1946649009,4177119.20605723,75240.0,
030800-2012001447302-0-4130149,0,leg,5,,,,,
030800-2012001447302-0-4130149,0,activity,6,Other,548250.1195748094,4173488.996843637,78240.0,
030800-2012001447302-0-4130149,0,leg,7,,,,,
030800-2012001447302-0-4130149,0,activity,8,Home,547386.1946649009,4177119.20605723,-Infinity,
030800-2013000290904-0-5656085,0,activity,0,Home,546936.8846876324,4177381.0184849077,28980.0,
030800-2013000290904-0-5656085,0,leg,1,,,,,
030800-2013000290904-0-5656085,0,activity,2,Work,545984.6473625209,4173134.9007510403,60720.0,
030800-2013000290904-0-5656085,0,leg,3,,,,,
030800-2013000290904-0-5656085,0,activity,4,Home,546936.8846876324,4177381.0184849077,-Infinity,
030800-2013000422164-0-6805769,0,activity,0,Home,546592.3511092642,4177149.383030103,26820.0,
030800-2013000422164-0-6805769,0,leg,1,,,,,
030800-2013000422164-0-6805769,0,activity,2,Escort,551496.8155842572,4182488.9129106337,28920.0,
030800-2013000422164-0-6805769,0,leg,3,,,,,
030800-2013000422164-0-6805769,0,activity,4,Home,546592.3511092642,4177149.383030103,37440.0,
030800-2013000422164-0-6805769,0,leg,5,,,,,
030800-2013000422164-0-6805769,0,activity,6,Escort,545545.7655884128,4176108.668947326,40560.0,
030800-2013000422164-0-6805769,0,leg,7,,,,,
030800-2013000422164-0-6805769,0,activity,8,Home,546592.3511092642,4177149.383030103,62400.0,
030800-2013000422164-0-6805769,0,leg,9,,,,,
030800-2013000422164-0-6805769,0,activity,10,Shopping,550773.0389675766,4173760.6521519385,64200.0,
030800-2013000422164-0-6805769,0,leg,11,,,,,
030800-2013000422164-0-6805769,0,activity,12,Home,546592.3511092642,4177149.383030103,-Infinity,
030800-2013000422164-0-6805770,0,activity,0,Home,546592.3511092642,4177149.383030103,53580.0,
030800-2013000422164-0-6805770,0,leg,1,,,,,
030800-2013000422164-0-6805770,0,activity,2,Shopping,552311.9451143,4180347.8766675293,59400.0,
030800-2013000422164-0-6805770,0,leg,3,,,,,
030800-2013000422164-0-6805770,0,activity,4,Home,546592.3511092642,4177149.383030103,61680.0,
030800-2013000422164-0-6805770,0,leg,5,,,,,
030800-2013000422164-0-6805770,0,activity,6,Shopping,545262.2126805189,4176761.256979804,64440.0,
030800-2013000422164-0-6805770,0,leg,7,,,,,
030800-2013000422164-0-6805770,0,activity,8,Home,546592.3511092642,4177149.383030103,66480.0,
030800-2013000422164-0-6805770,0,leg,9,,,,,
030800-2013000422164-0-6805770,0,activity,10,Other,545559.6888262562,4174888.4021277586,73200.0,
030800-2013000422164-0-6805770,0,leg,11,,,,,
