vehicleId,vehicleTypeId,householdId
502-3,Car,026002-2015000602251-0
502-4,Car,026002-2015000602251-0
503-0,Car,030600-2015001362009-0
503-1,Car,030600-2015001362009-0
503-2,Car,030600-2015001362009-0
503-3,Car,030600-2015001362009-0
503-4,Car,030600-2015001362009-0
504-0,Car,061500-2016000298400-0
504-1,Car,061500-2016000298400-0
504-2,Car,061500-2016000298400-0
505-0,Car,030700-2014001273305-0
505-1,Car,030700-2014001273305-0
505-2,Car,030700-2014001273305-0
505-3,Car,030700-2014001273305-0
505-4,Car,030700-2014001273305-0
506-0,Car,012202-2016001130461-0
506-1,Car,012202-2016001130461-0
507-0,Car,030201-2013000340172-0
507-1,Car,030201-2013000340172-0
507-2,Car,030201-2013000340172-0
507-3,Car,030201-2013000340172-0
507-4,Car,030201-2013000340172-0
508-0,Car,061500-2016000611544-3
508-1,Car,061500-2016000611544-3
508-2,Car,061500-2016000611544-3
509-0,Car,035201-2013000968322-0
509-1,Car,035201-2013000968322-0
510-0,Car,016300-2015000664621-0
510-1,Car,016300-2015000664621-0
511-0,Car,042601-2014000668297-0
511-1,Car,042601-2014000668297-0
511-2,Car,042601-2014000668297-0
512-0,Car,022902-2014000069925-0
512-1,Car,022902-2014000069925-0
512-2,Car,022902-2014000069925-0
512-3,Car,022902-2014000069925-0
513-0,Car,012700-2014000464255-1
513-1,Car,012700-2014000464255-1
513-2,Car,012700-2014000464255-1
513-3,Car,012700-2014000464255-1
514-0,Car,016500-2014000164056-0
514-1,Car,016500-2014000164056-0
515-0,Car,013000-2016000482583-2
515-1,Car,013000-2016000482583-2
516-0,Car,015900-2012000745560-0
516-1,Car,015900-2012000745560-0
516-2,Car,015900-2012000745560-0
517-0,Car,016400-2012000614316-1
517-1,Car,016400-2012000614316-1
518-0,Car,013000-2014000005386-2
518-1,Car,013000-2014000005386-2
518-2,Car,013000-2014000005386-2
519-0,Car,032602-2014001108222-1
519-1,Car,032602-2014001108222-1
520-0,Car,010400-2012000203588-0
520-1,Car,010400-2012000203588-0
520-2,Car,010400-2012000203588-0
520-3,Car,010400-2012000203588-0
520-4,Car,010400-2012000203588-0
521-0,Car,030202-2016000656691-1
521-1,Car,030202-2016000656691-1
522-0,Car,025402-2012000199690-0
522-1,Car,025402-2012000199690-0
522-2,Car,025402-2012000199690-0
523-0,Car,025701-2012000830049-0
523-1,Car,025701-2012000830049-0
523-2,Car,025701-2012000830049-0
523-3,Car,025701-2012000830049-0
523-4,Car,025701-2012000830049-0
524-0,Car,017000-2015000524445-0
524-1,Car,017000-2015000524445-0
525-0,Car,016500-2012000206828-0
525-1,Car,016500-2012000206828-0
526-0,Car,010200-2014000809809-0
526-1,Car,010200-2014000809809-0
527-0,Car,025401-2013000203714-1
527-1,Car,025401-2013000203714-1
527-2,Car,025401-2013000203714-1
528-0,Car,061500-2012000225982-3
528-1,Car,061500-2012000225982-3
529-0,Car,030102-2012000902073-0
529-1,Car,030102-2012000902073-0
529-2,Car,030102-2012000902073-0
529-3,Car,030102-2012000902073-0
529-4,Car,030102-2012000902073-0
530-0,Car,010200-2012000700304-0
530-1,Car,010200-2012000700304-0
530-2,Car,010200-2012000700304-0
530-3,Car,010200-2012000700304-0
530-4,Car,010200-2012000700304-0
531-0,Car,025500-2012000538044-0
531-1,Car,025500-2012000538044-0
531-2,Car,025500-2012000538044-0
531-3,Car,025500-2012000538044-0
531-4,Car,025500-2012000538044-0
532-0,Car,031400-2012001043023-1
532-1,Car,031400-2012001043023-1
532-2,Car,031400-2012001043023-1
533-0,Car,022702-2012000947039-0
533-1,Car,022702-2012000947039-0
533-2,Car,022702-2012000947039-0
533-3,Car,022702-2012000947039-0
534-0,Car,030500-2016000806483-0
534-1,Car,030500-2016000806483-0
534-2,Car,030500-2016000806483-0
535-0,Car,035201-2015000828777-0
535-1,Car,035201-2015000828777-0
536-0,Car,017000-2015000379537-0
536-1,Car,017000-2015000379537-0
536-2,Car,017000-2015000379537-0
537-0,Car,012202-2015000619883-0
537-1,Car,012202-2015000619883-0
538-0,Car,016500-2016000949691-0
538-1,Car,016500-2016000949691-0
539-0,Car,032901-2014001368476-0
539-1,Car,032901-2014001368476-0
540-0,Car,600300-2014000697035-0
540-1,Car,600300-2014000697035-0
540-2,Car,600300-2014000697035-0
541-0,Car,020700-2012001147482-1
541-1,Car,020700-2012001147482-1
541-2,Car,020700-2012001147482-1
541-3,Car,020700-2012001147482-1
542-0,Car,061500-2013001111447-2
542-1,Car,061500-2013001111447-2
542-2,Car,061500-2013001111447-2
543-0,Car,025701-2012000035333-1
543-1,Car,025701-2012000035333-1
543-2,Car,025701-2012000035333-1
543-3,Car,025701-2012000035333-1
543-4,Car,025701-2012000035333-1
544-0,Car,010600-2015000858092-0
544-1,Car,010600-2015000858092-0
544-2,Car,010600-2015000858092-0
544-3,Car,010600-2015000858092-0
545-0,Car,010200-2015000933737-0
545-1,Car,010200-2015000933737-0
545-2,Car,010200-2015000933737-0
545-3,Car,010200-2015000933737-0
546-0,Car,600401-2013001000559-0
546-1,Car,600401-2013001000559-0
547-0,Car,026402-2016000324417-1
547-1,Car,026402-2016000324417-1
547-2,Car,026402-2016000324417-1
547-3,Car,026402-2016000324417-1
548-0,Car,035100-2012000855238-0
548-1,Car,035100-2012000855238-0
548-2,Car,035100-2012000855238-0
548-3,Car,035100-2012000855238-0
549-0,Car,026302-2015001148963-1
549-1,Car,026302-2015001148963-1
549-2,Car,026302-2015001148963-1
549-3,Car,026302-2015001148963-1
550-0,Car,025401-2013000275022-0
550-1,Car,025401-2013000275022-0
550-2,Car,025401-2013000275022-0
551-0,Car,015300-2013001404358-0
551-1,Car,015300-2013001404358-0
552-0,Car,031201-2014001268258-0
552-1,Car,031201-2014001268258-0
552-2,Car,031201-2014001268258-0
552-3,Car,031201-2014001268258-0
552-4,Car,031201-2014001268258-0
553-0,Car,061200-2013001345049-0
553-1,Car,061200-2013001345049-0
553-2,Car,061200-2013001345049-0
554-0,Car,016500-2014000050840-1
554-1,Car,016500-2014000050840-1
555-0,Car,020200-2013001484167-1
555-1,Car,020200-2013001484167-1
555-2,Car,020200-2013001484167-1
555-3,Car,020200-2013001484167-1
556-0,Car,010200-2013001027012-0
556-1,Car,010200-2013001027012-0
556-2,Car,010200-2013001027012-0
556-3,Car,010200-2013001027012-0
557-0,Car,061500-2015000863453-1
557-1,Car,061500-2015000863453-1
558-0,Car,022704-2012000848705-0
558-1,Car,022704-2012000848705-0
558-2,Car,022704-2012000848705-0
559-0,Car,026200-2014000707966-1
559-1,Car,026200-2014000707966-1
559-2,Car,026200-2014000707966-1
559-3,Car,026200-2014000707966-1
559-4,Car,026200-2014000707966-1
560-0,Car,010200-2014001327621-0
560-1,Car,010200-2014001327621-0
560-2,Car,010200-2014001327621-0
560-3,Car,010200-2014001327621-0
561-0,Car,600500-2013001023414-0
561-1,Car,600500-2013001023414-0
562-0,Car,013101-2012000431285-0
562-1,Car,013101-2012000431285-0
562-2,Car,013101-2012000431285-0
562-3,Car,013101-2012000431285-0
563-0,Car,015700-2012000226415-0
563-1,Car,015700-2012000226415-0
563-2,Car,015700-2012000226415-0
563-3,Car,015700-2012000226415-0
564-0,Car,012201-2014000319822-1
564-1,Car,012201-2014000319822-1
565-0,Car,060700-2016000050220-0
565-1,Car,060700-2016000050220-0
565-2,Car,060700-2016000050220-0
565-3,Car,060700-2016000050220-0
565-4,Car,060700-2016000050220-0
566-0,Car,025800-2014000974015-0
566-1,Car,025800-2014000974015-0
566-2,Car,025800-2014000974015-0
567-0,Car,022704-2014000207959-0
567-1,Car,022704-2014000207959-0
568-0,Car,010600-2014000231580-0
568-1,Car,010600-2014000231580-0
569-0,Car,033204-2012000025664-0
569-1,Car,033204-2012000025664-0
569-2,Car,033204-2012000025664-0
569-3,Car,033204-2012000025664-0
569-4,Car,033204-2012000025664-0
570-0,Car,060700-2016000101584-2
570-1,Car,060700-2016000101584-2
570-2,Car,060700-2016000101584-2
570-3,Car,060700-2016000101584-2
571-0,Car,047902-2015001203262-0
571-1,Car,047902-2015001203262-0
571-2,Car,047902-2015001203262-0
572-0,Car,061100-2014001079165-0
572-1,Car,061100-2014001079165-0
573-0,Car,047600-2012001099597-0
573-1,Car,047600-2012001099597-0
574-0,Car,013102-2013000148113-0
574-1,Car,013102-2013000148113-0
575-0,Car,020700-2016000410804-0
575-1,Car,020700-2016000410804-0
575-2,Car,020700-2016000410804-0
576-0,Car,016801-2013001058570-0
576-1,Car,016801-2013001058570-0
576-2,Car,016801-2013001058570-0
576-3,Car,016801-2013001058570-0
576-4,Car,016801-2013001058570-0
577-0,Car,025300-2014000370597-0
577-1,Car,025300-2014000370597-0
578-0,Car,032901-2013000336615-0
578-1,Car,032901-2013000336615-0
578-2,Car,032901-2013000336615-0
579-0,Car,600700-2016001146049-2
579-1,Car,600700-2016001146049-2
579-2,Car,600700-2016001146049-2
579-3,Car,600700-2016001146049-2
579-4,Car,600700-2016001146049-2
580-0,Car,018000-2016001507854-0
580-1,Car,018000-2016001507854-0
581-0,Car,010400-2015000035619-0
581-1,Car,010400-2015000035619-0
581-2,Car,010400-2015000035619-0
582-0,Car,016600-2014001273369-0
582-1,Car,016600-2014001273369-0
582-2,Car,016600-2014001273369-0
583-0,Car,035300-2014001428766-2
583-1,Car,035300-2014001428766-2
583-2,Car,035300-2014001428766-2
583-3,Car,035300-2014001428766-2
584-0,Car,012602-2016000257342-0
584-1,Car,012602-2016000257342-0
584-2,Car,012602-2016000257342-0
585-0,Car,025600-2012000096708-0
585-1,Car,025600-2012000096708-0
585-2,Car,025600-2012000096708-0
585-3,Car,025600-2012000096708-0
585-4,Car,025600-2012000096708-0
586-0,Car,022801-2013000710023-3
586-1,Car,022801-2013000710023-3
586-2,Car,022801-2013000710023-3
587-0,Car,042601-2016001471865-0
587-1,Car,042601-2016001471865-0
588-0,Car,035300-2012000522346-0
588-1,Car,035300-2012000522346-0
588-2,Car,035300-2012000522346-0
589-0,Car,016200-2012001042020-0
589-1,Car,016200-2012001042020-0
590-0,Car,030301-2014000696748-0
590-1,Car,030301-2014000696748-0
590-2,Car,030301-2014000696748-0
590-3,Car,030301-2014000696748-0
590-4,Car,030301-2014000696748-0
591-0,Car,012000-2013000756113-0
591-1,Car,012000-2013000756113-0
592-0,Car,012000-2014001308445-0
592-1,Car,012000-2014001308445-0
592-2,Car,012000-2014001308445-0
593-0,Car,016700-2016001403392-0
593-1,Car,016700-2016001403392-0
594-0,Car,031400-2015000648324-0
594-1,Car,031400-2015000648324-0
594-2,Car,031400-2015000648324-0
595-0,Car,032902-2016000528021-0
595-1,Car,032902-2016000528021-0
595-2,Car,032902-2016000528021-0
596-0,Car,017802-2013000328004-1
596-1,Car,017802-2013000328004-1
597-0,Car,020600-2013001280709-1
597-1,Car,020600-2013001280709-1
597-2,Car,020600-2013001280709-1
598-0,Car,015500-2015000355519-0
598-1,Car,015500-2015000355519-0
598-2,Car,015500-2015000355519-0
599-0,Car,013400-2012001183878-1
599-1,Car,013400-2012001183878-1
599-2,Car,013400-2012001183878-1
600-0,Car,032700-2015001362468-0
600-1,Car,032700-2015001362468-0
600-2,Car,032700-2015001362468-0
601-0,Car,013000-2016001426787-0
601-1,Car,013000-2016001426787-0
602-0,Car,015300-2012000075137-0
602-1,Car,015300-2012000075137-0
603-0,Car,030101-2016001422251-0
603-1,Car,030101-2016001422251-0
603-2,Car,030101-2016001422251-0
603-3,Car,030101-2016001422251-0
603-4,Car,030101-2016001422251-0
604-0,Car,010100-2012000596480-0
604-1,Car,010100-2012000596480-0
604-2,Car,010100-2012000596480-0
604-3,Car,010100-2012000596480-0
604-4,Car,010100-2012000596480-0
605-0,Car,022801-2016000324670-0
605-1,Car,022801-2016000324670-0
605-2,Car,022801-2016000324670-0
606-0,Car,030800-2015001150102-0
606-1,Car,030800-2015001150102-0
606-2,Car,030800-2015001150102-0
606-3,Car,030800-2015001150102-0
607-0,Car,020800-2016000883171-0
607-1,Car,020800-2016000883171-0
608-0,Car,022902-2015001037251-0
608-1,Car,022902-2015001037251-0
609-0,Car,010600-2014001183243-2
609-1,Car,010600-2014001183243-2
609-2,Car,010600-2014001183243-2
610-0,Car,022902-2012001172726-0
610-1,Car,022902-2012001172726-0
611-0,Car,035400-2016000022874-0
611-1,Car,035400-2016000022874-0
611-2,Car,035400-2016000022874-0
611-3,Car,035400-2016000022874-0
611-4,Car,035400-2016000022874-0
612-0,Car,033203-2012000648526-0
612-1,Car,033203-2012000648526-0
612-2,Car,033203-2012000648526-0
612-3,Car,033203-2012000648526-0
613-0,Car,010200-2012000376103-0
613-1,Car,010200-2012000376103-0
613-2,Car,010200-2012000376103-0
614-0,Car,012700-2012000543919-0
614-1,Car,012700-2012000543919-0
614-2,Car,012700-2012000543919-0
614-3,Car,012700-2012000543919-0
614-4,Car,012700-2012000543919-0
615-0,Car,030302-2012001297122-0
615-1,Car,030302-2012001297122-0
615-2,Car,030302-2012001297122-0
616-0,Car,020200-2012001413414-0
616-1,Car,020200-2012001413414-0
616-2,Car,020200-2012001413414-0
617-0,Car,033203-2016000471058-0
617-1,Car,033203-2016000471058-0
618-0,Car,015200-2014000146991-0
618-1,Car,015200-2014000146991-0
619-0,Car,030400-2013000868842-0
619-1,Car,030400-2013000868842-0
619-2,Car,030400-2013000868842-0
619-3,Car,030400-2013000868842-0
620-0,Car,035100-2016000912092-1
620-1,Car,035100-2016000912092-1
620-2,Car,035100-2016000912092-1
620-3,Car,035100-2016000912092-1
620-4,Car,035100-2016000912092-1
621-0,Car,012301-2016000897147-0
621-1,Car,012301-2016000897147-0
622-0,Car,023300-2015000753362-0
622-1,Car,023300-2015000753362-0
623-0,Car,021200-2013000865611-0
623-1,Car,021200-2013000865611-0
623-2,Car,021200-2013000865611-0
623-3,Car,021200-2013000865611-0
623-4,Car,021200-2013000865611-0
624-0,Car,031201-2014001254541-1
624-1,Car,031201-2014001254541-1
625-0,Car,032802-2015000621093-1
625-1,Car,032802-2015000621093-1
626-0,Car,020600-2016000462731-0
626-1,Car,020600-2016000462731-0
626-2,Car,020600-2016000462731-0
627-0,Car,026100-2015001011192-0
627-1,Car,026100-2015001011192-0
627-2,Car,026100-2015001011192-0
627-3,Car,026100-2015001011192-0
627-4,Car,026100-2015001011192-0
628-0,Car,012202-2012000692733-0
628-1,Car,012202-2012000692733-0
628-2,Car,012202-2012000692733-0
629-0,Car,025500-2013000081232-0
629-1,Car,025500-2013000081232-0
630-0,Car,032902-2012000767249-0
630-1,Car,032902-2012000767249-0
630-2,Car,032902-2012000767249-0
631-0,Car,060700-2014000563285-0
631-1,Car,060700-2014000563285-0
631-2,Car,060700-2014000563285-0
632-0,Car,016600-2012001418731-1
632-1,Car,016600-2012001418731-1
632-2,Car,016600-2012001418731-1
633-0,Car,015900-2012000321836-0
633-1,Car,015900-2012000321836-0
633-2,Car,015900-2012000321836-0
633-3,Car,015900-2012000321836-0
634-0,Car,013300-2014001287572-0
634-1,Car,013300-2014001287572-0
634-2,Car,013300-2014001287572-0
634-3,Car,013300-2014001287572-0
634-4,Car,013300-2014001287572-0
635-0,Car,060700-2012000481992-0
635-1,Car,060700-2012000481992-0
635-2,Car,060700-2012000481992-0
636-0,Car,010600-2012000620079-0
636-1,Car,010600-2012000620079-0
636-2,Car,010600-2012000620079-0
636-3,Car,010600-2012000620079-0
637-0,Car,010900-2014000137760-0
637-1,Car,010900-2014000137760-0
637-2,Car,010900-2014000137760-0
638-0,Car,020100-2014000539191-0
638-1,Car,020100-2014000539191-0
638-2,Car,020100-2014000539191-0
639-0,Car,016200-2012000069769-0
639-1,Car,016200-2012000069769-0
639-2,Car,016200-2012000069769-0
640-0,Car,060700-2013000634576-1
640-1,Car,060700-2013000634576-1
640-2,Car,060700-2013000634576-1
640-3,Car,060700-2013000634576-1
641-0,Car,030400-2012000827420-0
641-1,Car,030400-2012000827420-0
641-2,Car,030400-2012000827420-0
642-0,Car,018000-2016000002009-0
642-1,Car,018000-2016000002009-0
643-0,Car,025701-2013001213422-0
643-1,Car,025701-2013001213422-0
644-0,Car,030102-2014001255531-0
644-1,Car,030102-2014001255531-0
644-2,Car,030102-2014001255531-0
645-0,Car,025403-2014001324460-0
645-1,Car,025403-2014001324460-0
645-2,Car,025403-2014001324460-0
645-3,Car,025403-2014001324460-0
645-4,Car,025403-2014001324460-0
646-0,Car,060700-2013001437404-2
646-1,Car,060700-2013001437404-2
646-2,Car,060700-2013001437404-2
647-0,Car,012202-2012000497271-0
647-1,Car,012202-2012000497271-0
648-0,Car,021600-2016001372390-0
648-1,Car,021600-2016001372390-0
648-2,Car,021600-2016001372390-0
648-3,Car,021600-2016001372390-0
649-0,Car,031400-2016000145824-1
649-1,Car,031400-2016000145824-1
649-2,Car,031400-2016000145824-1
649-3,Car,031400-2016000145824-1
649-4,Car,031400-2016000145824-1
650-0,Car,033204-2014000898431-0
650-1,Car,033204-2014000898431-0
650-2,Car,033204-2014000898431-0
650-3,Car,033204-2014000898431-0
650-4,Car,033204-2014000898431-0
651-0,Car,061500-2013000484805-1
651-1,Car,061500-2013000484805-1
651-2,Car,061500-2013000484805-1
652-0,Car,026404-2016000179018-0
652-1,Car,026404-2016000179018-0
652-2,Car,026404-2016000179018-0
652-3,Car,026404-2016000179018-0
652-4,Car,026404-2016000179018-0
653-0,Car,031400-2012001413655-0
653-1,Car,031400-2012001413655-0
653-2,Car,031400-2012001413655-0
653-3,Car,031400-2012001413655-0
654-0,Car,021700-2015001111362-0
654-1,Car,021700-2015001111362-0
654-2,Car,021700-2015001111362-0
655-0,Car,600401-2015000521130-0
655-1,Car,600401-2015000521130-0
656-0,Car,030201-2016000875533-0
656-1,Car,030201-2016000875533-0
656-2,Car,030201-2016000875533-0
657-0,Car,026402-2014001494560-0
657-1,Car,026402-2014001494560-0
658-0,Car,035201-2014000837629-0
658-1,Car,035201-2014000837629-0
658-2,Car,035201-2014000837629-0
658-3,Car,035201-2014000837629-0
658-4,Car,035201-2014000837629-0
659-0,Car,013102-2012001171760-2
659-1,Car,013102-2012001171760-2
660-0,Car,035100-2013001059897-0
660-1,Car,035100-2013001059897-0
660-2,Car,035100-2013001059897-0
661-0,Car,015200-2015000533984-0
661-1,Car,015200-2015000533984-0
661-2,Car,015200-2015000533984-0
662-0,Car,026301-2014000847897-0
662-1,Car,026301-2014000847897-0
662-2,Car,026301-2014000847897-0
662-3,Car,026301-2014000847897-0
662-4,Car,026301-2014000847897-0
663-0,Car,031201-2016001287029-0
663-1,Car,031201-2016001287029-0
663-2,Car,031201-2016001287029-0
664-0,Car,016100-2013000785833-0
664-1,Car,016100-2013000785833-0
664-2,Car,016100-2013000785833-0
664-3,Car,016100-2013000785833-0
664-4,Car,016100-2013000785833-0
665-0,Car,012501-2013000588265-1
665-1,Car,012501-2013000588265-1
666-0,Car,015200-2015000085904-0
666-1,Car,015200-2015000085904-0
666-2,Car,015200-2015000085904-0
667-0,Car,600700-2016000359632-0
667-1,Car,600700-2016000359632-0
667-2,Car,600700-2016000359632-0
667-3,Car,600700-2016000359632-0
667-4,Car,600700-2016000359632-0
668-0,Car,030700-2015001002095-0
668-1,Car,030700-2015001002095-0
669-0,Car,021700-2013001217174-0
669-1,Car,021700-2013001217174-0
670-0,Car,045200-2015000079844-0
670-1,Car,045200-2015000079844-0
670-2,Car,045200-2015000079844-0
670-3,Car,045200-2015000079844-0
670-4,Car,045200-2015000079844-0
671-0,Car,033201-2012000025664-0
671-1,Car,033201-2012000025664-0
671-2,Car,033201-2012000025664-0
671-3,Car,033201-2012000025664-0
671-4,Car,033201-2012000025664-0
672-0,Car,031201-2016001005485-0
672-1,Car,031201-2016001005485-0
673-0,Car,025300-2013001027615-0
673-1,Car,025300-2013001027615-0
673-2,Car,025300-2013001027615-0
674-0,Car,017000-2012000811422-0
674-1,Car,017000-2012000811422-0
675-0,Car,021800-2012001236155-0
675-1,Car,021800-2012001236155-0
676-0,Car,023400-2015001200123-0
676-1,Car,023400-2015001200123-0
676-2,Car,023400-2015001200123-0
677-0,Car,023001-2012000208056-0
677-1,Car,023001-2012000208056-0
677-2,Car,023001-2012000208056-0
677-3,Car,023001-2012000208056-0
677-4,Car,023001-2012000208056-0
678-0,Car,060400-2016001462293-0
678-1,Car,060400-2016001462293-0
679-0,Car,061000-2012000608867-0
679-1,Car,061000-2012000608867-0
679-2,Car,061000-2012000608867-0
679-3,Car,061000-2012000608867-0
680-0,Car,015400-2014000237061-0
680-1,Car,015400-2014000237061-0
680-2,Car,015400-2014000237061-0
681-0,Car,016300-2015000639464-0
681-1,Car,016300-2015000639464-0
681-2,Car,016300-2015000639464-0
681-3,Car,016300-2015000639464-0
681-4,Car,016300-2015000639464-0
682-0,Car,025200-2014000712853-0
682-1,Car,025200-2014000712853-0
683-0,Car,023300-2013000958844-0
683-1,Car,023300-2013000958844-0
684-0,Car,010900-2016000955704-0
684-1,Car,010900-2016000955704-0
684-2,Car,010900-2016000955704-0
684-3,Car,010900-2016000955704-0
684-4,Car,010900-2016000955704-0
685-0,Car,016100-2013000603996-0
685-1,Car,016100-2013000603996-0
686-0,Car,015500-2015000633660-0
686-1,Car,015500-2015000633660-0
686-2,Car,015500-2015000633660-0
686-3,Car,015500-2015000633660-0
686-4,Car,015500-2015000633660-0
687-0,Car,020700-2015001322215-0
687-1,Car,020700-2015001322215-0
687-2,Car,020700-2015001322215-0
688-0,Car,017101-2014000127137-0
688-1,Car,017101-2014000127137-0
689-0,Car,016801-2012001020283-0
689-1,Car,016801-2012001020283-0
690-0,Car,010900-2014000673949-0
690-1,Car,010900-2014000673949-0
691-0,Car,032601-2012001201746-0
691-1,Car,032601-2012001201746-0
691-2,Car,032601-2012001201746-0
691-3,Car,032601-2012001201746-0
692-0,Car,015400-2013000857371-0
692-1,Car,015400-2013000857371-0
693-0,Car,061500-2014001093093-3
693-1,Car,061500-2014001093093-3
693-2,Car,061500-2014001093093-3
694-0,Car,013400-2014001252223-0
694-1,Car,013400-2014001252223-0
695-0,Car,035300-2016001023916-1
695-1,Car,035300-2016001023916-1
695-2,Car,035300-2016001023916-1
695-3,Car,035300-2016001023916-1
696-0,Car,026004-2013001095891-0
696-1,Car,026004-2013001095891-0
696-2,Car,026004-2013001095891-0
696-3,Car,026004-2013001095891-0
696-4,Car,026004-2013001095891-0
697-0,Car,030201-2013000359552-0
697-1,Car,030201-2013000359552-0
697-2,Car,030201-2013000359552-0
697-3,Car,030201-2013000359552-0
698-0,Car,061500-2015000570464-2
698-1,Car,061500-2015000570464-2
698-2,Car,061500-2015000570464-2
699-0,Car,021500-2012000127148-0
699-1,Car,021500-2012000127148-0
700-0,Car,015200-2014000156511-0
700-1,Car,015200-2014000156511-0
701-0,Car,010600-2012001448305-0
701-1,Car,010600-2012001448305-0
702-0,Car,015900-2013001445609-0
702-1,Car,015900-2013001445609-0
702-2,Car,015900-2013001445609-0
703-0,Car,015400-2015001188273-0
703-1,Car,015400-2015001188273-0
703-2,Car,015400-2015001188273-0
704-0,Car,060700-2013001385093-3
704-1,Car,060700-2013001385093-3
705-0,Car,021300-2012001331300-0
705-1,Car,021300-2012001331300-0
705-2,Car,021300-2012001331300-0
705-3,Car,021300-2012001331300-0
705-4,Car,021300-2012001331300-0
706-0,Car,030900-2014000783178-0
706-1,Car,030900-2014000783178-0
706-2,Car,030900-2014000783178-0
706-3,Car,030900-2014000783178-0
706-4,Car,030900-2014000783178-0
707-0,Car,017000-2014001309733-0
707-1,Car,017000-2014001309733-0
707-2,Car,017000-2014001309733-0
708-0,Car,010900-2014000151829-0
708-1,Car,010900-2014000151829-0
709-0,Car,021600-2016000809642-0
709-1,Car,021600-2016000809642-0
709-2,Car,021600-2016000809642-0
710-0,Car,035400-2013000328068-0
710-1,Car,035400-2013000328068-0
711-0,Car,025500-2013001425605-1
711-1,Car,025500-2013001425605-1
711-2,Car,025500-2013001425605-1
711-3,Car,025500-2013001425605-1
712-0,Car,010900-2012001405223-0
712-1,Car,010900-2012001405223-0
713-0,Car,016900-2012001395754-1
713-1,Car,016900-2012001395754-1
714-0,Car,021600-2012000788704-0
714-1,Car,021600-2012000788704-0
715-0,Car,030202-2013000087276-0
715-1,Car,030202-2013000087276-0
715-2,Car,030202-2013000087276-0
715-3,Car,030202-2013000087276-0
715-4,Car,030202-2013000087276-0
716-0,Car,013102-2014000643218-1
716-1,Car,013102-2014000643218-1
716-2,Car,013102-2014000643218-1
717-0,Car,016700-2012001387739-0
717-1,Car,016700-2012001387739-0
717-2,Car,016700-2012001387739-0
718-0,Car,012501-2013000072110-0
718-1,Car,012501-2013000072110-0
718-2,Car,012501-2013000072110-0
719-0,Car,600200-2015000813499-0
719-1,Car,600200-2015000813499-0
719-2,Car,600200-2015000813499-0
720-0,Car,021200-2015000763909-0
720-1,Car,021200-2015000763909-0
720-2,Car,021200-2015000763909-0
721-0,Car,047600-2014001318838-0
721-1,Car,047600-2014001318838-0
721-2,Car,047600-2014001318838-0
722-0,Car,026004-2013000261007-0
722-1,Car,026004-2013000261007-0
722-2,Car,026004-2013000261007-0
722-3,Car,026004-2013000261007-0
722-4,Car,026004-2013000261007-0
723-0,Car,017802-2013000609715-0
723-1,Car,017802-2013000609715-0
723-2,Car,017802-2013000609715-0
723-3,Car,017802-2013000609715-0
724-0,Car,025900-2013001288243-0
724-1,Car,025900-2013001288243-0
724-2,Car,025900-2013001288243-0
725-0,Car,013102-2012000256849-0
725-1,Car,013102-2012000256849-0
726-0,Car,021800-2013000180849-0
726-1,Car,021800-2013000180849-0
726-2,Car,021800-2013000180849-0
726-3,Car,021800-2013000180849-0
726-4,Car,021800-2013000180849-0
727-0,Car,010900-2012001379980-0
727-1,Car,010900-2012001379980-0
727-2,Car,010900-2012001379980-0
728-0,Car,010500-2012000138732-0
728-1,Car,010500-2012000138732-0
728-2,Car,010500-2012000138732-0
728-3,Car,010500-2012000138732-0
729-0,Car,061500-2014000750075-1
729-1,Car,061500-2014000750075-1
729-2,Car,061500-2014000750075-1
730-0,Car,060700-2013000312160-2
730-1,Car,060700-2013000312160-2
730-2,Car,060700-2013000312160-2
731-0,Car,013101-2013001313378-0
731-1,Car,013101-2013001313378-0
732-0,Car,021700-2012001267291-0
732-1,Car,021700-2012001267291-0
732-2,Car,021700-2012001267291-0
733-0,Car,016700-2016001074249-0
733-1,Car,016700-2016001074249-0
734-0,Car,023300-2015000870818-0
734-1,Car,023300-2015000870818-0
734-2,Car,023300-2015000870818-0
734-3,Car,023300-2015000870818-0
734-4,Car,023300-2015000870818-0
735-0,Car,021300-2015000781002-0
735-1,Car,021300-2015000781002-0
735-2,Car,021300-2015000781002-0
735-3,Car,021300-2015000781002-0
736-0,Car,016300-2012000760117-0
736-1,Car,016300-2012000760117-0
736-2,Car,016300-2012000760117-0
737-0,Car,061400-2014000584044-0
737-1,Car,061400-2014000584044-0
737-2,Car,061400-2014000584044-0
738-0,Car,032802-2015000455334-0
738-1,Car,032802-2015000455334-0
738-2,Car,032802-2015000455334-0
738-3,Car,032802-2015000455334-0
738-4,Car,032802-2015000455334-0
739-0,Car,020300-2013000416466-0
739-1,Car,020300-2013000416466-0
739-2,Car,020300-2013000416466-0
740-0,Car,060700-2013001017578-0
740-1,Car,060700-2013001017578-0
741-0,Car,013000-2016000398737-0
741-1,Car,013000-2016000398737-0
741-2,Car,013000-2016000398737-0
742-0,Car,030102-2016000006217-0
742-1,Car,030102-2016000006217-0
742-2,Car,030102-2016000006217-0
743-0,Car,026200-2014000664715-0
743-1,Car,026200-2014000664715-0
743-2,Car,026200-2014000664715-0
743-3,Car,026200-2014000664715-0
743-4,Car,026200-2014000664715-0
744-0,Car,013000-2014000417685-0
744-1,Car,013000-2014000417685-0
745-0,Car,030101-2013000343725-0
