PID,Age,Sex,Home_X,Home_Y,excluded-modes,income,rank,valueOfTime,Household_ID,Household_num_vehicles,Household_income [$]
1107-2015000587248-0101786,13,F,678534.6065655,4820995.8570025,car,0.0,4,18.0,1107-2015000587248-0,5,56080.0
1107-2015000587248-0101819,13,M,678534.6065655,4820995.8570025,car,0.0,1,18.0,1107-2015000587248-0,5,56080.0
1107-2015000645635-0103788,43,F,679035.1212885,4821578.7733875,,0.0,1,18.0,1107-2015000645635-0,2,15735.0
1107-2015000666520-0103936,69,F,678534.6065655,4820995.8570025,,29219.0,1,18.0,1107-2015000666520-0,3,82790.0
1107-2015000666520-0103976,74,M,678534.6065655,4820995.8570025,,0.0,0,18.0,1107-2015000666520-0,3,82790.0
1107-2015000794086-0107314,32,M,678543.34082,4820569.7515215,,0.0,4,18.0,1107-2015000794086-0,5,77788.0
1107-2015000794086-0107351,23,F,678543.34082,4820569.7515215,,9968.0,3,18.0,1107-2015000794086-0,5,77788.0
1107-2015000794086-0107388,6,M,678543.34082,4820569.7515215,car,0.0,0,18.0,1107-2015000794086-0,5,77788.0
1107-2015000794086-0107425,4,M,678543.34082,4820569.7515215,car,0.0,1,18.0,1107-2015000794086-0,5,77788.0
1107-2015001064743-0115337,24,F,678733.96935,4820362.3401425,,37383.0,2,18.0,1107-2015001064743-0,3,19319.0
1107-2015001064743-0115375,30,M,678733.96935,4820362.3401425,,18735.0,1,18.0,1107-2015001064743-0,3,19319.0
1107-2015001162246-0116947,55,F,678534.6065655,4820995.8570025,,20119.0,4,18.0,1107-2015001162246-0,5,66636.0
1107-2015001162246-0117055,7,F,678534.6065655,4820995.8570025,car,0.0,1,18.0,1107-2015001162246-0,5,66636.0
1107-2015001162246-0117163,12,M,678534.6065655,4820995.8570025,car,0.0,0,18.0,1107-2015001162246-0,5,66636.0
1107-2015001162246-0117271,16,M,678534.6065655,4820995.8570025,,0.0,3,18.0,1107-2015001162246-0,5,66636.0
1107-2015001165446-0117491,31,M,679326.258665,4822381.357168499,,68533.0,1,18.0,1107-2015001165446-0,2,24897.0
1107-2015001275570-0119908,41,M,678543.34082,4820569.7515215,,34362.0,1,18.0,1107-2015001275570-0,3,80583.0
1107-2015001275570-0119957,27,F,678543.34082,4820569.7515215,,25422.0,0,18.0,1107-2015001275570-0,3,80583.0
1107-2015001410870-0122749,74,F,678534.6065655,4820995.8570025,,0.0,0,18.0,1107-2015001410870-0,2,8621.0
1107-2016000055939-0125915,31,F,678534.6065655,4820995.8570025,,8890.0,0,18.0,1107-2016000055939-0,5,116478.0
1107-2016000055939-0125959,24,M,678534.6065655,4820995.8570025,,38345.0,1,18.0,1107-2016000055939-0,5,116478.0
1107-2016000055939-0126003,5,M,678534.6065655,4820995.8570025,car,0.0,3,18.0,1107-2016000055939-0,5,116478.0
1107-2016000055939-0126047,16,M,678534.6065655,4820995.8570025,,0.0,4,18.0,1107-2016000055939-0,5,116478.0
1107-2016000078540-0126702,61,M,678612.151531,4821969.9104075,,52112.0,1,18.0,1107-2016000078540-0,2,28279.0
1107-2016000116811-1127478,61,F,678534.6065655,4820995.8570025,,72487.0,2,18.0,1107-2016000116811-1,5,110120.0
1107-2016000116811-1127605,22,M,678534.6065655,4820995.8570025,,23867.0,0,18.0,1107-2016000116811-1,5,110120.0
1107-2016000116811-1127732,14,M,678534.6065655,4820995.8570025,car,0.0,5,18.0,1107-2016000116811-1,5,110120.0
1107-2016000116811-1127859,15,M,678534.6065655,4820995.8570025,car,0.0,4,18.0,1107-2016000116811-1,5,110120.0
1107-2016000116811-1127986,16,F,678534.6065655,4820995.8570025,,0.0,3,18.0,1107-2016000116811-1,5,110120.0
1107-2016000250854-1130434,40,M,679355.8567135,4820693.7548275,,69637.0,5,18.0,1107-2016000250854-1,5,132535.0
1107-2016000250854-1130522,48,F,679437.751067,4820595.262585,,45348.0,4,18.0,1107-2016000250854-1,5,132535.0
1107-2016000250854-1130610,14,M,679437.751067,4820595.262585,car,0.0,2,18.0,1107-2016000250854-1,5,132535.0
1107-2016000250854-1130698,8,M,679437.751067,4820595.262585,car,0.0,0,18.0,1107-2016000250854-1,5,132535.0
1107-2016000250854-1130786,12,M,679437.751067,4820595.262585,car,0.0,1,18.0,1107-2016000250854-1,5,132535.0
1107-2016000333866-0132160,56,F,678534.6065655,4820995.8570025,,31763.0,3,18.0,1107-2016000333866-0,4,21097.0
1107-2016000333866-0132203,60,M,678534.6065655,4820995.8570025,,12336.0,1,18.0,1107-2016000333866-0,4,21097.0
1107-2016000333866-0132246,5,F,678534.6065655,4820995.8570025,car,0.0,0,18.0,1107-2016000333866-0,4,21097.0
1107-2016000365175-0132773,23,F,678534.6065655,4820995.8570025,,19180.0,0,18.0,1107-2016000365175-0,2,36431.0
1107-2016000381212-0133068,56,M,678612.151531,4821969.9104075,,0.0,1,18.0,1107-2016000381212-0,2,13549.0
1107-2016000511579-0136885,68,F,678612.151531,4821969.9104075,,0.0,0,18.0,1107-2016000511579-0,2,17817.0
1107-2016000532720-0137372,65,M,679089.713915,4820372.6689410005,,0.0,0,18.0,1107-2016000532720-0,2,36351.0
1107-2016000554109-0138159,53,M,679035.1212885,4821578.7733875,,91746.0,1,18.0,1107-2016000554109-0,3,78994.0
1107-2016000554109-0138199,35,F,679035.1212885,4821578.7733875,,0.0,0,18.0,1107-2016000554109-0,3,78994.0
1107-2016000594701-0138620,69,F,678534.6065655,4820995.8570025,,111286.0,0,18.0,1107-2016000594701-0,2,17163.0
1107-2016000675463-0140991,31,M,678534.6065655,4820995.8570025,,641.0,0,18.0,1107-2016000675463-0,4,137871.0
1107-2016000675463-0141033,19,F,678534.6065655,4820995.8570025,,19789.0,3,18.0,1107-2016000675463-0,4,137871.0
1107-2016000675463-0141075,11,M,678534.6065655,4820995.8570025,car,0.0,2,18.0,1107-2016000675463-0,4,137871.0
1107-2016000743435-0142501,46,M,678543.34082,4820569.7515215,,78247.0,0,18.0,1107-2016000743435-0,2,31517.0
1107-2016000772838-0143342,30,M,679326.258665,4822381.357168499,,7247.0,3,18.0,1107-2016000772838-0,4,16598.0
1107-2016000772838-0143431,15,M,679359.206167,4822373.839914,car,0.0,1,18.0,1107-2016000772838-0,4,16598.0
1107-2016000772838-0143520,11,F,679359.206167,4822373.839914,car,0.0,0,18.0,1107-2016000772838-0,4,16598.0
1107-2016000829522-0144543,57,F,678534.6065655,4820995.8570025,,74213.0,0,18.0,1107-2016000829522-0,2,10505.0
1107-2016000836708-0144812,50,F,678817.450378,4821950.2751525,,44536.0,4,18.0,1107-2016000836708-0,5,38076.0
1107-2016000836708-0144855,39,M,678817.450378,4821950.2751525,,18951.0,2,18.0,1107-2016000836708-0,5,38076.0
1107-2016000836708-0144898,7,F,678817.450378,4821950.2751525,car,0.0,1,18.0,1107-2016000836708-0,5,38076.0
1107-2016000836708-0144941,13,F,678817.450378,4821950.2751525,car,0.0,3,18.0,1107-2016000836708-0,5,38076.0
1107-2016000838769-0145019,65,F,678534.6065655,4820995.8570025,,0.0,0,18.0,1107-2016000838769-0,3,10510.0
1107-2016000838769-0145047,66,M,678534.6065655,4820995.8570025,,37259.0,1,18.0,1107-2016000838769-0,3,10510.0
1107-2016000878091-0145659,55,M,678534.6065655,4820995.8570025,,49890.0,2,18.0,1107-2016000878091-0,3,148920.0
1107-2016000878091-0145693,41,F,678534.6065655,4820995.8570025,,0.0,0,18.0,1107-2016000878091-0,3,148920.0
1107-2016000880566-1145750,37,F,678543.34082,4820569.7515215,,54827.0,0,18.0,1107-2016000880566-1,3,107817.0
1107-2016000880566-1145822,74,M,678543.34082,4820569.7515215,,52168.0,2,18.0,1107-2016000880566-1,3,107817.0
1107-2016000900036-0145927,58,F,679035.1212885,4821578.7733875,,24769.0,0,18.0,1107-2016000900036-0,4,99697.0
1107-2016000900036-0145964,41,M,679035.1212885,4821578.7733875,,26285.0,1,18.0,1107-2016000900036-0,4,99697.0
1107-2016000900036-0146001,9,M,679035.1212885,4821578.7733875,car,17832.0,2,18.0,1107-2016000900036-0,4,99697.0
1107-2016000905283-0146050,37,F,678612.151531,4821969.9104075,,24719.0,1,18.0,1107-2016000905283-0,4,100333.0
1107-2016000905283-0146109,8,M,678612.151531,4821969.9104075,car,0.0,3,18.0,1107-2016000905283-0,4,100333.0
1107-2016000905283-0146168,8,F,678612.151531,4821969.9104075,car,0.0,2,18.0,1107-2016000905283-0,4,100333.0
1107-2016000995092-0147679,42,F,678817.450378,4821950.2751525,,33305.0,2,18.0,1107-2016000995092-0,3,63961.0
1107-2016000995092-0147713,65,M,678817.450378,4821950.2751525,,0.0,0,18.0,1107-2016000995092-0,3,63961.0
1107-2016001210775-0151023,49,M,678534.6065655,4820995.8570025,,73070.0,2,18.0,1107-2016001210775-0,5,129825.0
1107-2016001210775-0151081,63,F,678534.6065655,4820995.8570025,,0.0,3,18.0,1107-2016001210775-0,5,129825.0
1107-2016001210775-0151139,3,F,678534.6065655,4820995.8570025,car,0.0,1,18.0,1107-2016001210775-0,5,129825.0
1107-2016001210775-0151197,11,F,678534.6065655,4820995.8570025,car,0.0,4,18.0,1107-2016001210775-0,5,129825.0
1107-2016001223046-1151596,57,F,678534.6065655,4820995.8570025,,21489.0,0,18.0,1107-2016001223046-1,5,39619.0
1107-2016001223046-1151684,49,M,678534.6065655,4820995.8570025,,24004.0,1,18.0,1107-2016001223046-1,5,39619.0
1107-2016001223046-1151772,0,F,678534.6065655,4820995.8570025,car,0.0,4,18.0,1107-2016001223046-1,5,39619.0
1107-2016001223046-1151860,0,M,678534.6065655,4820995.8570025,car,0.0,2,18.0,1107-2016001223046-1,5,39619.0
1107-2016001223046-1151948,6,M,678534.6065655,4820995.8570025,car,0.0,3,18.0,1107-2016001223046-1,5,39619.0
1107-2016001223046-1152036,12,M,678534.6065655,4820995.8570025,car,0.0,6,18.0,1107-2016001223046-1,5,39619.0
1107-2016001420851-0154782,35,F,678612.151531,4821969.9104075,,4020.0,1,18.0,1107-2016001420851-0,3,144835.0
1107-2016001420851-0154808,47,M,678612.151531,4821969.9104075,,10466.0,2,18.0,1107-2016001420851-0,3,144835.0
1107-2016001467581-0156418,33,F,678534.6065655,4820995.8570025,,1584.0,0,18.0,1107-2016001467581-0,3,15767.0
1107-2016001467581-0156461,24,M,678534.6065655,4820995.8570025,,27790.0,1,18.0,1107-2016001467581-0,3,15767.0
1107-2016001479726-0156546,54,M,679035.1212885,4821578.7733875,,90848.0,0,18.0,1107-2016001479726-0,3,2918.0
1107-2016001479726-0156583,45,F,679035.1212885,4821578.7733875,,20344.0,1,18.0,1107-2016001479726-0,3,2918.0
1108-2012000039960-0414,27,F,678563.0385775,4819880.2025785,,72852.0,0,18.0,1108-2012000039960-0,2,32033.0
1108-2012000040693-0451,62,F,678634.4377125,4819578.9705915,,10894.0,1,18.0,1108-2012000040693-0,2,35561.0
1108-2012000057088-0716,62,M,678563.0385775,4819880.2025785,,87264.0,3,18.0,1108-2012000057088-0,4,149115.0
1108-2012000057088-0758,58,F,678563.0385775,4819880.2025785,,0.0,1,18.0,1108-2012000057088-0,4,149115.0
1108-2012000057088-0800,7,M,678563.0385775,4819880.2025785,car,0.0,0,18.0,1108-2012000057088-0,4,149115.0
1108-2012000062467-0843,72,M,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2012000062467-0,3,30514.0
1108-2012000062467-0886,62,M,678634.4377125,4819578.9705915,,59401.0,1,18.0,1108-2012000062467-0,3,30514.0
1108-2012000065738-01126,30,M,678552.818157,4820197.8667135,,0.0,0,18.0,1108-2012000065738-0,2,39571.0
1108-2012000078687-01443,48,M,678563.0385775,4819880.2025785,,95835.0,0,18.0,1108-2012000078687-0,5,96126.0
1108-2012000078687-01483,37,F,678563.0385775,4819880.2025785,,79863.0,2,18.0,1108-2012000078687-0,5,96126.0
1108-2012000078687-01523,15,M,678563.0385775,4819880.2025785,car,0.0,1,18.0,1108-2012000078687-0,5,96126.0
1108-2012000078687-01563,13,F,678563.0385775,4819880.2025785,car,0.0,3,18.0,1108-2012000078687-0,5,96126.0
1108-2012000198633-04008,33,M,678836.3401975001,4819560.321015,,0.0,2,18.0,1108-2012000198633-0,4,65431.0
1108-2012000198633-04058,31,F,678836.3401975001,4819560.321015,,35185.0,0,18.0,1108-2012000198633-0,4,65431.0
1108-2012000198633-04108,13,F,678836.3401975001,4819560.321015,car,0.0,3,18.0,1108-2012000198633-0,4,65431.0
1108-2012000272338-05497,23,F,678563.0385775,4819880.2025785,,22986.0,0,18.0,1108-2012000272338-0,2,15171.0
1108-2012000288589-05909,44,F,678634.4377125,4819578.9705915,,51364.0,3,18.0,1108-2012000288589-0,4,124571.0
1108-2012000288589-05943,44,M,678579.3792989999,4819372.9640895,,5605.0,1,18.0,1108-2012000288589-0,4,124571.0
1108-2012000288589-05977,52,F,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2012000288589-0,4,124571.0
1108-2012000307165-06069,67,F,678579.3792989999,4819372.9640895,,33630.0,1,18.0,1108-2012000307165-0,3,24617.0
1108-2012000307165-06097,42,F,678634.4377125,4819578.9705915,,70181.0,2,18.0,1108-2012000307165-0,3,24617.0
1108-2012000341303-06726,21,F,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2012000341303-0,3,5526.0
1108-2012000341303-06744,19,F,678579.3792989999,4819372.9640895,,18492.0,1,18.0,1108-2012000341303-0,3,5526.0
1108-2012000354056-07219,71,M,678934.082056,4820166.453536499,,0.0,2,18.0,1108-2012000354056-0,3,36876.0
1108-2012000354056-07267,68,F,678934.082056,4820166.453536499,,0.0,1,18.0,1108-2012000354056-0,3,36876.0
1108-2012000408893-08481,42,M,678634.4377125,4819578.9705915,,0.0,2,18.0,1108-2012000408893-0,3,63288.0
1108-2012000408893-08519,51,F,678579.3792989999,4819372.9640895,,9989.0,0,18.0,1108-2012000408893-0,3,63288.0
1108-2012000413869-08757,74,M,678563.0385775,4819880.2025785,,0.0,0,18.0,1108-2012000413869-0,2,33568.0
1108-2012000444431-19494,65,F,678552.818157,4820197.8667135,,0.0,2,18.0,1108-2012000444431-1,3,53770.0
1108-2012000444431-19541,47,F,678552.818157,4820197.8667135,,39470.0,1,18.0,1108-2012000444431-1,3,53770.0
1108-2012000486566-010008,53,M,678552.818157,4820197.8667135,,0.0,3,18.0,1108-2012000486566-0,4,79930.0
1108-2012000486566-09950,66,F,678552.818157,4820197.8667135,,0.0,1,18.0,1108-2012000486566-0,4,79930.0
1108-2012000486566-09979,59,M,678552.818157,4820197.8667135,,20011.0,0,18.0,1108-2012000486566-0,4,79930.0
1108-2012000595768-011846,55,M,678552.818157,4820197.8667135,,39568.0,1,18.0,1108-2012000595768-0,3,30566.0
1108-2012000595768-011881,40,F,678552.818157,4820197.8667135,,32596.0,0,18.0,1108-2012000595768-0,3,30566.0
1108-2012000611803-012091,57,M,678579.3792989999,4819372.9640895,,52205.0,1,18.0,1108-2012000611803-0,2,15966.0
1108-2012000679659-013761,18,F,678634.4377125,4819578.9705915,,31138.0,0,18.0,1108-2012000679659-0,3,14837.0
1108-2012000679659-013772,2,M,678634.4377125,4819578.9705915,car,0.0,2,18.0,1108-2012000679659-0,3,14837.0
1108-2012000711495-013932,59,F,678579.3792989999,4819372.9640895,,73729.0,2,18.0,1108-2012000711495-0,5,81197.0
1108-2012000711495-013963,60,M,678634.4377125,4819578.9705915,,37626.0,4,18.0,1108-2012000711495-0,5,81197.0
1108-2012000711495-013994,3,F,678634.4377125,4819578.9705915,car,0.0,1,18.0,1108-2012000711495-0,5,81197.0
1108-2012000711495-014025,1,M,678634.4377125,4819578.9705915,car,0.0,0,18.0,1108-2012000711495-0,5,81197.0
1108-2012000734635-014435,63,M,678634.4377125,4819578.9705915,,87461.0,3,18.0,1108-2012000734635-0,5,134259.0
1108-2012000734635-014447,37,F,678634.4377125,4819578.9705915,,0.0,5,18.0,1108-2012000734635-0,5,134259.0
1108-2012000734635-014459,13,M,678579.3792989999,4819372.9640895,car,0.0,0,18.0,1108-2012000734635-0,5,134259.0
1108-2012000734635-014471,1,M,678634.4377125,4819578.9705915,car,6563.0,2,18.0,1108-2012000734635-0,5,134259.0
1108-2012000734635-014483,14,F,678634.4377125,4819578.9705915,car,0.0,4,18.0,1108-2012000734635-0,5,134259.0
1108-2012000743757-014497,62,M,678634.4377125,4819578.9705915,,47344.0,0,18.0,1108-2012000743757-0,2,12567.0
1108-2012000752641-014963,54,M,679050.0713555,4819564.601915,,115330.0,0,18.0,1108-2012000752641-0,2,8585.0
1108-2012000826404-016430,74,M,678579.3792989999,4819372.9640895,,0.0,2,18.0,1108-2012000826404-0,3,76684.0
1108-2012000826404-016473,68,F,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2012000826404-0,3,76684.0
1108-2012000829853-116529,38,M,678634.4377125,4819578.9705915,,18157.0,2,18.0,1108-2012000829853-1,4,5887.0
1108-2012000829853-116593,35,F,678634.4377125,4819578.9705915,,26424.0,1,18.0,1108-2012000829853-1,4,5887.0
1108-2012000829853-116657,1,F,678579.3792989999,4819372.9640895,car,0.0,3,18.0,1108-2012000829853-1,4,5887.0
1108-2012000836407-016718,32,F,678733.96935,4820362.3401425,,3645.0,3,18.0,1108-2012000836407-0,5,72971.0
1108-2012000836407-016780,21,M,678733.96935,4820362.3401425,,13235.0,1,18.0,1108-2012000836407-0,5,72971.0
1108-2012000836407-016842,2,F,678733.96935,4820362.3401425,car,0.0,4,18.0,1108-2012000836407-0,5,72971.0
1108-2012000836407-016904,11,M,678733.96935,4820362.3401425,car,8163.0,2,18.0,1108-2012000836407-0,5,72971.0
1108-2012000963809-019056,30,F,678569.989891,4819660.269649,,14265.0,2,18.0,1108-2012000963809-0,5,64011.0
1108-2012000963809-019242,22,M,678569.989891,4819660.269649,,38663.0,0,18.0,1108-2012000963809-0,5,64011.0
1108-2012000963809-019428,1,M,678569.989891,4819660.269649,car,0.0,1,18.0,1108-2012000963809-0,5,64011.0
1108-2012000963809-019614,6,M,678569.989891,4819660.269649,car,0.0,4,18.0,1108-2012000963809-0,5,64011.0
1108-2012001111261-222447,44,F,678961.7846615,4819763.3976015,,71603.0,0,18.0,1108-2012001111261-2,2,33587.0
1108-2012001154138-023503,61,M,678579.3792989999,4819372.9640895,,0.0,0,18.0,1108-2012001154138-0,2,7192.0
1108-2012001168127-023522,66,M,678563.0385775,4819880.2025785,,0.0,0,18.0,1108-2012001168127-0,3,3135.0
1108-2012001168127-023545,67,F,678563.0385775,4819880.2025785,,0.0,1,18.0,1108-2012001168127-0,3,3135.0
1108-2012001171118-023579,46,M,678579.3792989999,4819372.9640895,,62552.0,0,18.0,1108-2012001171118-0,2,18430.0
1108-2012001214184-023960,68,M,678552.818157,4820197.8667135,,119559.0,1,18.0,1108-2012001214184-0,3,39887.0
1108-2012001214184-023993,55,F,678552.818157,4820197.8667135,,8995.0,2,18.0,1108-2012001214184-0,3,39887.0
1108-2012001236897-024159,70,M,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2012001236897-0,2,3370.0
1108-2012001241802-024249,29,F,678634.4377125,4819578.9705915,,35391.0,0,18.0,1108-2012001241802-0,3,48039.0
1108-2012001241802-024263,29,M,678634.4377125,4819578.9705915,,0.0,1,18.0,1108-2012001241802-0,3,48039.0
1108-2012001244798-024294,69,M,679050.0713555,4819564.601915,,0.0,2,18.0,1108-2012001244798-0,3,116720.0
1108-2012001244798-024332,73,F,679050.0713555,4819564.601915,,0.0,0,18.0,1108-2012001244798-0,3,116720.0
1108-2012001258749-024978,60,F,678836.3401975001,4819560.321015,,76922.0,0,18.0,1108-2012001258749-0,2,1862.0
1108-2012001302805-025113,50,M,678579.3792989999,4819372.9640895,,58492.0,1,18.0,1108-2012001302805-0,3,80568.0
1108-2012001302805-025148,42,F,678634.4377125,4819578.9705915,,31715.0,2,18.0,1108-2012001302805-0,3,80568.0
1108-2012001333257-026084,37,M,678634.4377125,4819578.9705915,,21582.0,1,18.0,1108-2012001333257-0,5,117343.0
1108-2012001333257-026124,26,F,678634.4377125,4819578.9705915,,24637.0,0,18.0,1108-2012001333257-0,5,117343.0
1108-2012001333257-026164,6,F,678634.4377125,4819578.9705915,car,0.0,4,18.0,1108-2012001333257-0,5,117343.0
1108-2012001333257-026204,11,M,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2012001333257-0,5,117343.0
1108-2012001333257-026244,5,M,678634.4377125,4819578.9705915,car,0.0,2,18.0,1108-2012001333257-0,5,117343.0
1108-2012001355332-026517,31,M,678569.989891,4819660.269649,,26871.0,2,18.0,1108-2012001355332-0,3,68578.0
1108-2012001355332-026534,9,M,678569.989891,4819660.269649,car,0.0,0,18.0,1108-2012001355332-0,3,68578.0
1108-2012001357312-126580,29,F,678934.082056,4820166.453536499,,12911.0,0,18.0,1108-2012001357312-1,5,43664.0
1108-2012001357312-126639,9,M,678934.082056,4820166.453536499,car,0.0,1,18.0,1108-2012001357312-1,5,43664.0
1108-2012001357312-126698,3,F,678934.082056,4820166.453536499,car,0.0,2,18.0,1108-2012001357312-1,5,43664.0
1108-2012001357312-126757,24,M,678934.082056,4820166.453536499,,21348.0,4,18.0,1108-2012001357312-1,5,43664.0
1108-2012001394863-027678,57,F,678961.7846615,4819763.3976015,,7976.0,1,18.0,1108-2012001394863-0,4,139403.0
1108-2012001394863-027711,63,M,678961.7846615,4819763.3976015,,147064.0,3,18.0,1108-2012001394863-0,4,139403.0
1108-2012001394863-027744,15,M,678961.7846615,4819763.3976015,car,0.0,2,18.0,1108-2012001394863-0,4,139403.0
1108-2012001426993-028639,65,M,678961.7846615,4819763.3976015,,0.0,1,18.0,1108-2012001426993-0,2,14402.0
1108-2012001433817-028674,61,M,678634.4377125,4819578.9705915,,38051.0,0,18.0,1108-2012001433817-0,5,137816.0
1108-2012001433817-028714,43,F,678634.4377125,4819578.9705915,,61738.0,4,18.0,1108-2012001433817-0,5,137816.0
1108-2012001433817-028754,12,M,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2012001433817-0,5,137816.0
1108-2012001433817-028794,6,F,678634.4377125,4819578.9705915,car,18098.0,5,18.0,1108-2012001433817-0,5,137816.0
1108-2012001433817-028834,13,M,678634.4377125,4819578.9705915,car,0.0,2,18.0,1108-2012001433817-0,5,137816.0
1108-2012001444624-028934,22,M,678836.3401975001,4819560.321015,,78137.0,1,18.0,1108-2012001444624-0,2,1178.0
1108-2012001471932-029324,20,M,678634.4377125,4819578.9705915,,0.0,5,18.0,1108-2012001471932-0,5,49722.0
1108-2012001471932-029364,32,F,678634.4377125,4819578.9705915,,10124.0,0,18.0,1108-2012001471932-0,5,49722.0
1108-2012001471932-029404,5,M,678634.4377125,4819578.9705915,car,0.0,2,18.0,1108-2012001471932-0,5,49722.0
1108-2012001471932-029444,6,F,678634.4377125,4819578.9705915,car,0.0,3,18.0,1108-2012001471932-0,5,49722.0
1108-2012001471932-029484,0,F,678634.4377125,4819578.9705915,car,0.0,4,18.0,1108-2012001471932-0,5,49722.0
1108-2012001471932-029524,9,M,678634.4377125,4819578.9705915,car,0.0,1,18.0,1108-2012001471932-0,5,49722.0
1108-2013000062460-030820,25,M,678579.3792989999,4819372.9640895,,60233.0,3,18.0,1108-2013000062460-0,4,2293.0
1108-2013000062460-030862,26,F,678634.4377125,4819578.9705915,,21868.0,0,18.0,1108-2013000062460-0,4,2293.0
1108-2013000062460-030904,7,M,678634.4377125,4819578.9705915,car,0.0,1,18.0,1108-2013000062460-0,4,2293.0
1108-2013000066284-031035,55,F,678579.3792989999,4819372.9640895,,65074.0,2,18.0,1108-2013000066284-0,3,69566.0
1108-2013000066284-031074,26,M,678634.4377125,4819578.9705915,,59106.0,1,18.0,1108-2013000066284-0,3,69566.0
1108-2013000091807-031354,74,M,678563.0385775,4819880.2025785,,0.0,0,18.0,1108-2013000091807-0,3,18988.0
1108-2013000091807-031388,73,F,678563.0385775,4819880.2025785,,0.0,1,18.0,1108-2013000091807-0,3,18988.0
1108-2013000128353-032468,54,F,678579.3792989999,4819372.9640895,,52890.0,1,18.0,1108-2013000128353-0,4,146305.0
1108-2013000128353-032510,46,F,678634.4377125,4819578.9705915,,56773.0,3,18.0,1108-2013000128353-0,4,146305.0
1108-2013000128353-032552,52,M,678634.4377125,4819578.9705915,,64276.0,0,18.0,1108-2013000128353-0,4,146305.0
1108-2013000168908-133261,51,M,678563.0385775,4819880.2025785,,15347.0,1,18.0,1108-2013000168908-1,3,65677.0
1108-2013000168908-133374,43,F,678563.0385775,4819880.2025785,,68552.0,2,18.0,1108-2013000168908-1,3,65677.0
1108-2013000190262-033794,58,M,678934.082056,4820166.453536499,,30290.0,1,18.0,1108-2013000190262-0,5,137597.0
1108-2013000190262-033866,35,F,678934.082056,4820166.453536499,,0.0,5,18.0,1108-2013000190262-0,5,137597.0
1108-2013000190262-033938,1,M,678934.082056,4820166.453536499,car,0.0,3,18.0,1108-2013000190262-0,5,137597.0
1108-2013000190262-034010,14,F,678934.082056,4820166.453536499,car,0.0,4,18.0,1108-2013000190262-0,5,137597.0
1108-2013000190262-034082,8,F,678934.082056,4820166.453536499,car,0.0,0,18.0,1108-2013000190262-0,5,137597.0
1108-2013000190262-034154,0,F,678934.082056,4820166.453536499,car,0.0,2,18.0,1108-2013000190262-0,5,137597.0
1108-2013000190262-034226,4,F,678934.082056,4820166.453536499,car,0.0,6,18.0,1108-2013000190262-0,5,137597.0
1108-2013000262837-036007,18,M,678733.96935,4820362.3401425,,30969.0,2,18.0,1108-2013000262837-0,3,86524.0
1108-2013000262837-036038,20,F,678733.96935,4820362.3401425,,43996.0,1,18.0,1108-2013000262837-0,3,86524.0
1108-2013000287282-036767,53,M,678563.0385775,4819880.2025785,,28867.0,2,18.0,1108-2013000287282-0,4,92761.0
1108-2013000287282-036808,33,F,678563.0385775,4819880.2025785,,0.0,0,18.0,1108-2013000287282-0,4,92761.0
1108-2013000287282-036849,4,M,678563.0385775,4819880.2025785,car,0.0,3,18.0,1108-2013000287282-0,4,92761.0
1108-2013000343605-037663,71,M,678579.3792989999,4819372.9640895,,0.0,2,18.0,1108-2013000343605-0,3,76189.0
1108-2013000343605-037686,70,F,678634.4377125,4819578.9705915,,0.0,0,18.0,1108-2013000343605-0,3,76189.0
1108-2013000365992-138373,45,M,678579.3792989999,4819372.9640895,,25108.0,0,18.0,1108-2013000365992-1,2,34361.0
1108-2013000377800-138760,50,F,678552.818157,4820197.8667135,,37794.0,2,18.0,1108-2013000377800-1,5,136424.0
1108-2013000377800-138880,36,M,678552.818157,4820197.8667135,,48967.0,4,18.0,1108-2013000377800-1,5,136424.0
1108-2013000377800-139000,8,M,678552.818157,4820197.8667135,car,0.0,0,18.0,1108-2013000377800-1,5,136424.0
1108-2013000377800-139120,13,F,678552.818157,4820197.8667135,car,0.0,3,18.0,1108-2013000377800-1,5,136424.0
1108-2013000377800-139240,8,M,678552.818157,4820197.8667135,car,0.0,1,18.0,1108-2013000377800-1,5,136424.0
1108-2013000378836-039306,48,M,678579.3792989999,4819372.9640895,,11879.0,0,18.0,1108-2013000378836-0,2,30233.0
1108-2013000405662-039620,74,M,678579.3792989999,4819372.9640895,,9009.0,1,18.0,1108-2013000405662-0,2,34787.0
1108-2013000430975-040346,18,F,678563.0385775,4819880.2025785,,31308.0,1,18.0,1108-2013000430975-0,3,12647.0
1108-2013000430975-040410,28,F,678563.0385775,4819880.2025785,,25617.0,0,18.0,1108-2013000430975-0,3,12647.0
1108-2013000479091-041494,74,M,678579.3792989999,4819372.9640895,,10404.0,0,18.0,1108-2013000479091-0,2,21280.0
1108-2013000524855-042506,38,F,678934.082056,4820166.453536499,,30177.0,0,18.0,1108-2013000524855-0,2,16077.0
