Iteration,agencyRevenue_217,agentHoursOnCrowdedTransit,averageMTWaitingTimeInSec,averageOnDemandRideWaitTimeInSec,averageTripExpenditure,averageTripExpenditure_Home,averageTripExpenditure_Secondary,averageTripExpenditure_Work,averageVehicleDelayPerMotorizedLeg_home,averageVehicleDelayPerMotorizedLeg_secondary,averageVehicleDelayPerMotorizedLeg_work,averageVehicleDelayPerPassengerTrip,busCrowding,fuelConsumedInMJ_Diesel,fuelConsumedInMJ_Food,fuelConsumedInMJ_Gasoline,motorizedVehicleMilesTraveled_total,numberOfVehicles_BODY-TYPE-DEFAULT,numberOfVehicles_BUS-DEFAULT,numberOfVehicles_CAR-TYPE-DEFAULT,personTravelTime_car,personTravelTime_drive_transit,personTravelTime_onDemandRide,personTravelTime_others,personTravelTime_walk,personTravelTime_walk_transit,tollRevenue,totalCost_bike,totalCost_car,totalCost_drive_transit,totalCost_onDemandRide,totalCost_onDemandRide_transit,totalCost_transit,totalCost_walk,totalCost_walk_transit,totalHoursOfVehicleTrafficDelay,totalIncentive_bike,totalIncentive_car,totalIncentive_drive_transit,totalIncentive_onDemandRide,totalIncentive_onDemandRide_transit,totalIncentive_transit,totalIncentive_walk,totalIncentive_walk_transit,totalToll_bike,totalToll_car,totalToll_drive_transit,totalToll_onDemandRide,totalToll_onDemandRide_transit,totalToll_transit,totalToll_walk,totalToll_walk_transit,vehicleHoursTraveled_BODY-TYPE-DEFAULT,vehicleHoursTraveled_BUS-DEFAULT,vehicleHoursTraveled_BUS-SMALL-HD,vehicleHoursTraveled_BUS-STD-ART,vehicleHoursTraveled_BUS-STD-HD,vehicleHoursTraveled_CAR-TYPE-DEFAULT,vehicleMilesTraveled_BODY-TYPE-DEFAULT,vehicleMilesTraveled_BUS-DEFAULT,vehicleMilesTraveled_BUS-SMALL-HD,vehicleMilesTraveled_BUS-STD-ART,vehicleMilesTraveled_BUS-STD-HD,vehicleMilesTraveled_CAR-TYPE-DEFAULT
64,240.75,11.521944444444445,341.94573643410854,3.1166666666666667,0.27837452694919157,1.287686079843553,1.3445787202072126,0.6775195568882281,636.5908086391823,571.3338533216872,674.128976438353,440.2590795254131,110.31648936170212,146953.95255800034,59.608769715337495,24631.752712872694,8741.1346055454,996.0,255.0,779.0,29363.366666666665,2793.9,668.1166666666667,5337.55,3317.4166666666665,7624.916666666667,0.0,0.0,0.5007045628994737,1.144736842105263,4.931264462395941,0.0,0.0,0.0,1.2175925925925926,160.3276814605046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.95194444444445,157.43333333333334,0.0,0.0,0.0,526.1341666666667,698.8523073900535,4554.716314349363,0.0,0.0,0.0,4186.4182911960725
65,239.25,9.869166666666667,335.0,3.60897435897436,0.28064277098644735,1.2798189155365205,1.3054324661429382,0.5786298891191861,570.697627634357,504.2835008457433,570.2872085226848,389.39939188219023,93.25196850393701,146953.95255800037,55.28843883433753,24820.452738791173,8773.206104852126,996.0,255.0,790.0,28002.833333333332,2720.35,628.0166666666667,4607.35,2691.6666666666665,7732.0,0.0,0.0,0.515346271638413,1.14375,4.936287516971888,0.0,0.0,0.0,1.1798780487804879,135.20812218131607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.36194444444445,157.43333333333334,0.0,0.0,0.0,501.8411111111111,648.2008140058756,4554.716314349363,0.0,0.0,0.0,4218.4897905028
66,237.0,11.418611111111112,343.3587786259542,2.4002873563218388,0.2821289934759615,1.3230057561802104,1.3117410288308633,0.5926793062204766,592.3999573536404,432.38702689925356,496.0061534631769,374.06894794441234,106.49481865284974,146953.9525580004,57.547132467337505,24533.086970902637,8724.365353608158,996.0,255.0,784.0,27857.75,2881.7166666666667,636.9166666666666,5041.716666666667,2774.05,8172.116666666667,0.0,0.0,0.492369405565751,1.0743243243243243,4.746623884629043,0.0,0.0,0.0,1.210122699386503,132.17102827369237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.7813888888889,157.43333333333334,0.0,0.0,0.0,499.9897222222222,674.6817037247454,4554.716314349363,0.0,0.0,0.0,4169.64903925883
67,245.25,10.548333333333334,356.1209677419355,2.7853448275862065,0.28204332084082934,1.2433638626336703,1.364005392274284,0.5185635298327919,659.7356299436103,477.81842473365566,572.1755879340025,420.23283626110964,98.37823834196891,146953.9525580004,55.398273702337505,25021.793147384644,8807.425966472121,996.0,255.0,792.0,29477.4,2917.5,660.5333333333333,4871.55,2454.85,7734.016666666666,0.0,0.0,0.49133994617143906,1.2352941176470589,4.581338243825234,0.0,0.0,0.0,1.1682692307692308,159.2215524055982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.67805555555555,157.43333333333334,0.0,0.0,0.0,530.8913888888889,649.4885163238437,4554.716314349363,0.0,0.0,0.0,4252.709652122796
68,229.5,8.87861111111111,309.94214876033055,3.1481060606060614,0.26364159939672716,1.1914453723253524,1.291864995698561,0.5149048641732957,492.5426633610743,480.8724504731557,569.1110220363556,357.27166032159386,84.11315789473684,146953.95255800037,57.095337730337526,24983.790383262363,8800.967008041836,996.0,255.0,784.0,27708.866666666665,3402.7166666666667,548.9666666666667,4538.366666666667,3350.35,7181.183333333333,0.0,0.0,0.49682010960738604,1.161764705882353,5.217170809331468,0.0,0.0,0.0,1.1741379310344828,130.7018824009831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.2913888888889,157.43333333333334,0.0,0.0,0.0,502.6533333333333,669.3848691158955,4554.716314349363,0.0,0.0,0.0,4246.25069369251
69,246.0,10.273888888888889,317.5163934426229,2.7463333333333333,0.28179274488441663,1.1803082374429121,1.357733314740568,0.5222860615276551,567.0074947378267,540.7247530208186,639.1377992550448,400.61820988836155,95.32474226804123,146953.95255800043,55.75654278433755,24957.14538897552,8796.438418755022,996.0,255.0,790.0,28321.466666666667,3229.9,614.1666666666666,4717.583333333333,2886.4666666666667,7359.3,0.0,0.0,0.48121075126811635,1.2025862068965518,5.0089362003241495,0.0,0.0,0.0,1.175,140.99535331348724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.79,157.43333333333334,0.0,0.0,0.0,512.185,653.6888575792989,4554.716314349363,0.0,0.0,0.0,4241.722104405687
70,246.0,11.415833333333333,321.5447154471545,3.1866071428571443,0.27519275404618004,1.2569258295823669,1.3311157644816287,0.5991497295451499,609.3630052028262,503.13248412667315,554.0905825739009,411.47416879422315,105.6478149100257,146953.95255800043,56.797877668337506,24645.121911504626,8743.406837584424,996.0,255.0,784.0,28636.233333333334,2913.6,658.85,5279.483333333334,2861.633333333333,7740.483333333334,0.0,0.0,0.47073629785049165,1.1666666666666667,4.6376118223496965,0.0,0.0,0.0,1.209375,147.330612104376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.94555555555556,157.43333333333334,0.0,0.0,0.0,515.6991666666667,665.8974518838698,4554.716314349363,0.0,0.0,0.0,4188.690523235095
71,237.75,10.45111111111111,311.6666666666667,2.9231481481481487,0.2771334227567272,1.202081780300584,1.35194110378113,0.4881571378585787,657.0744817826838,493.82914462181424,588.3241927816321,421.65006949108493,100.8686327077748,146953.95255800043,55.899660009337495,24764.85798752169,8763.757208286701,996.0,255.0,788.0,28778.716666666667,2652.7666666666664,611.3,4640.25,2889.0333333333333,7871.7,0.0,0.0,0.4879322224091691,1.225609756097561,4.754414832397856,0.0,0.0,0.0,1.179245283018868,147.34327428327356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.54777777777778,157.43333333333334,0.0,0.0,0.0,514.9480555555556,655.3667617433363,4554.716314349363,0.0,0.0,0.0,4209.040893937378
72,241.5,10.209444444444445,334.71774193548384,2.914130434782609,0.2566475747410507,1.148437034420053,1.234638968892513,0.47499615219191194,556.6678702101815,563.6084379640695,656.4091207046062,407.766169364434,96.21465968586388,146953.95255800037,57.7139672453375,24778.689481168643,8766.108012091578,996.0,255.0,785.0,28545.216666666667,3189.9333333333334,494.56666666666666,4587.216666666666,2884.366666666667,7929.783333333334,0.0,0.0,0.49604739459658387,1.186046511627907,4.370863985536679,0.0,0.0,0.0,1.213375796178344,147.4754312534703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.64416666666668,157.43333333333334,0.0,0.0,0.0,512.545,676.6376721185729,4554.716314349363,0.0,0.0,0.0,4211.391697742251
73,255.75,10.500277777777777,346.640625,3.4349358974358983,0.27260702225717043,1.1651748300513838,1.2762621529571347,0.5544263408377108,723.3092189435228,561.1457946126487,658.1665341005756,469.7466355460088,95.45707070707071,146953.95255800037,58.45767358033758,24845.50512969437,8777.464014905778,996.0,255.0,784.0,30186.433333333334,3205.2333333333336,588.8833333333333,5121.633333333333,2679.116666666667,8075.816666666667,0.0,0.0,0.4894470558260995,1.1538461538461537,4.428810370344448,0.0,0.0,0.0,1.200920245398773,172.89285891623933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.62166666666667,157.43333333333334,0.0,0.0,0.0,543.5777777777778,685.3568738520997,4554.716314349363,0.0,0.0,0.0,4222.747700556453
74,243.75,10.71861111111111,326.74436090225566,2.493478260869565,0.25107023266599837,1.1174111550750925,1.2055521815908408,0.4769200076962451,542.459329320756,513.6944572167068,578.4237834547729,390.5574348920928,100.74934725848564,146953.95255800043,57.60351932633753,24455.532619634876,8711.184198434437,996.0,255.0,771.0,28180.883333333335,2690.9166666666665,487.05,4230.183333333333,3019.3333333333335,8713.183333333332,0.0,0.0,0.4738887940051119,1.1162790697674418,4.301976854927628,0.0,0.0,0.0,1.200920245398773,139.6242829739232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.8636111111111,157.43333333333334,0.0,0.0,0.0,502.36083333333335,675.3427824000272,4554.716314349363,0.0,0.0,0.0,4156.467884085103
75,235.5,10.351111111111111,327.5813953488372,2.754583333333334,0.23394005386253722,1.1309811439443436,1.219024057947577,0.45295890988221427,545.4700243360141,494.0701034637172,617.5705221788282,377.13459124301403,100.44204851752022,146953.9525580004,59.78592385833752,24321.191938160136,8688.35162566816,996.0,255.0,775.0,27748.333333333332,2595.3,447.5833333333333,4973.433333333333,3383.3,7960.366666666667,0.0,0.0,0.4576150433827481,1.170731707317073,4.516198884988841,0.0,0.0,0.0,1.194267515923567,132.41614536976937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.375,157.43333333333334,0.0,0.0,0.0,493.3177777777778,700.9292598618206,4554.716314349363,0.0,0.0,0.0,4133.635311318833
76,274.5,11.362777777777778,310.48148148148147,2.3179166666666666,0.25453296973966155,1.1554411200798371,1.2508965523061062,0.5509755678681636,680.9887277105436,514.4846070745858,663.6522272827974,441.3679254880428,100.50614250614251,146953.9525580004,57.590148804337545,24525.38552107329,8723.05641344422,996.0,255.0,778.0,29295.05,2986.85,413.6,4388.866666666667,2582.9,8755.483333333334,0.0,0.0,0.5136399751848384,1.1727272727272726,4.371155405827862,0.0,0.0,0.0,1.1931818181818181,158.76985097417094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.1988888888889,157.43333333333334,0.0,0.0,0.0,523.3866666666667,675.1860266039371,4554.716314349363,0.0,0.0,0.0,4168.340099094893
77,255.0,10.885555555555555,327.390977443609,2.4564102564102575,0.27798695646737875,1.2591626718125086,1.3364055289214454,0.5532817470834428,572.816552903846,543.8171642558974,620.4625451744661,414.3168421958304,102.31853785900783,146953.9525580004,57.71839195033749,24744.057881580437,8760.222017551947,996.0,255.0,782.0,28678.15,3239.3166666666666,591.9833333333333,4300.933333333333,2530.2166666666667,8421.8,0.0,0.0,0.5040961456180146,1.14,4.672435038767111,0.0,0.0,0.0,1.2073170731707317,147.77300704984617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.73722222222221,157.43333333333334,0.0,0.0,0.0,515.0205555555556,676.689547292537,4554.716314349363,0.0,0.0,0.0,4205.505703202621
78,240.0,11.758888888888889,357.4496124031008,3.548850574712644,0.2729170012374245,1.3095464215525738,1.3978012904160935,0.5506906671141545,508.4641262128691,517.3191981351963,625.5926844517617,379.94425297965233,111.4,146953.95255800037,57.26629124433754,24636.810121406194,8741.994163849571,996.0,255.0,788.0,28004.65,2498.366666666667,649.35,5233.0,2515.983333333333,8131.5,0.0,0.0,0.5050716495652534,1.1730769230769231,4.537338426656829,0.0,0.0,0.0,1.1701807228915662,134.77466973750447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.52388888888888,157.43333333333334,0.0,0.0,0.0,498.44083333333333,671.389125507796,4554.716314349363,0.0,0.0,0.0,4187.277849500252
79,241.5,11.164722222222222,327.8814814814815,2.958333333333334,0.26936294511772624,1.2839548049178733,1.4144831626570786,0.470696267568033,736.7541202545324,509.8088012244366,626.8606742511606,444.0394519682224,105.217277486911,146953.9525580004,60.948393422337546,24375.92785219992,8697.654554062752,996.0,255.0,780.0,28981.433333333334,2340.5833333333335,602.65,5487.966666666667,2602.9166666666665,8988.55,0.0,0.0,0.46778463807907517,1.10625,5.379461924302466,0.0,0.0,0.0,1.2027439024390243,154.3037095589573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.90583333333333,157.43333333333334,0.0,0.0,0.0,516.5105555555556,714.5580353079789,4554.716314349363,0.0,0.0,0.0,4142.938239713442
80,231.0,11.68361111111111,334.5826771653543,2.8310344827586205,0.2716738243069336,1.2434620568920283,1.2986128371966723,0.49478647465008524,477.14726918699006,484.4546576931517,559.3742504025339,351.4833201610137,112.46256684491979,146953.95255800043,60.027713939337495,24627.03041877796,8740.332003367444,996.0,255.0,789.0,27410.9,2900.1,617.9333333333333,5559.733333333334,2764.8333333333335,7804.083333333333,0.0,0.0,0.49172341973935296,1.1170212765957446,4.3199582250628,0.0,0.0,0.0,1.19,124.48367589035901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.91583333333332,157.43333333333334,0.0,0.0,0.0,491.1638888888889,703.7640030853056,4554.716314349363,0.0,0.0,0.0,4185.615689018105
81,243.75,11.399444444444445,343.3787878787879,2.5645833333333337,0.24965872385229554,1.171068264226643,1.243123012451532,0.5031305152320867,505.3481894453336,434.8719106516811,514.438844808128,322.83188136957943,107.42931937172774,146953.9525580004,59.2487177663375,24135.095445279072,8656.722623428384,996.0,255.0,779.0,25269.116666666665,2687.7833333333333,494.8,5695.6,2820.9333333333334,7934.05,0.0,0.0,0.457717468703174,1.10625,4.347293511617492,0.0,0.0,0.0,1.1946107784431137,99.09145247594036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.43833333333333,157.43333333333334,0.0,0.0,0.0,452.80027777777775,694.6310638290715,4554.716314349363,0.0,0.0,0.0,4102.006309079068
82,238.5,12.176944444444445,349.45864661654133,2.9888888888888885,0.2681643910937167,1.2584030226202012,1.3409482919996725,0.5694771896952213,589.7783022847196,523.8216397273337,590.2806683155982,399.8234514906865,113.86233766233767,146953.95255800043,57.31255547433753,24304.877171281918,8685.578764180313,996.0,255.0,777.0,27485.116666666665,2907.3333333333335,610.55,4422.333333333333,2853.5333333333333,8591.483333333334,0.0,0.0,0.4463919439898521,1.155,5.390963993978063,0.0,0.0,0.0,1.1970198675496688,133.82979417952146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.92694444444444,157.43333333333334,0.0,0.0,0.0,493.96722222222223,671.9315266350052,4554.716314349363,0.0,0.0,0.0,4130.862449830991
83,231.0,10.160833333333333,319.3939393939394,3.190416666666667,0.24766038718084873,1.1551147044855186,1.2601771879885446,0.5100032382521563,532.3726047860322,484.61445594993813,569.9856022491506,369.3619383009738,100.76859504132231,146953.95255800037,60.403025701337526,24239.430921248946,8674.455504645272,996.0,255.0,772.0,27619.85,2431.383333333333,492.05,5140.95,3491.5166666666664,7733.2,0.0,0.0,0.4833361465523023,1.114864864864865,5.054358685428252,0.0,0.0,0.0,1.2009493670886076,129.68708055900856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.72416666666666,157.43333333333334,0.0,0.0,0.0,491.39694444444444,708.1641524612608,4554.716314349363,0.0,0.0,0.0,4119.739190295951
84,248.25,10.091388888888888,328.9928057553957,3.1592105263157904,0.25547715472612953,1.1827600328701722,1.2431318243002103,0.6506458501969996,562.7008170290534,500.2930614840451,575.9213018786053,391.4718243316732,92.44020356234097,146953.95255800043,59.63445743733748,24258.940239579417,8677.77131282424,996.0,255.0,769.0,28417.533333333333,2621.0,498.7,4502.666666666667,2966.9333333333334,8674.85,0.0,0.0,0.47961227960533714,1.1357142857142857,5.543495010653275,0.0,0.0,0.0,1.219298245614035,143.43092674818803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.47305555555556,157.43333333333334,0.0,0.0,0.0,505.5425,699.1534698511646,4554.716314349363,0.0,0.0,0.0,4123.054998474915
85,246.75,10.5875,311.48201438848923,2.831140350877193,0.24999401332282706,1.1753552915201937,1.243110350475708,0.5386917274720566,563.5513514771711,485.8674059725865,559.1462483963003,391.645189865835,97.48081841432226,146953.9525580004,59.45598560833747,24563.52689436529,8729.538929920507,996.0,255.0,772.0,28576.65,2649.2333333333336,455.95,4827.95,2907.5666666666666,8599.4,0.0,0.0,0.5196417498362931,1.2142857142857142,4.900007631242188,0.0,0.0,0.0,1.1935975609756098,144.90872025035895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.22,157.43333333333334,0.0,0.0,0.0,509.15222222222224,697.0610688488218,4554.716314349363,0.0,0.0,0.0,4174.822615571183
86,246.0,9.97888888888889,312.74264705882354,3.3872807017543862,0.24482386981561877,1.099072132573411,1.237614511147611,0.5484528589858394,600.7741978624468,457.87292133395573,540.5574991050495,394.19698529060355,92.58762886597938,146953.95255800037,60.7404226943375,24227.519175387955,8672.43098161059,996.0,255.0,770.0,28517.816666666666,2670.35,442.7,4928.566666666667,2927.4333333333334,8655.95,0.0,0.0,0.4898109918991689,1.1576086956521738,4.664366964571464,0.0,0.0,0.0,1.1898148148148149,144.3198962813932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.99138888888888,157.43333333333334,0.0,0.0,0.0,506.8697222222222,712.1197896634797,4554.7163143493635,0.0,0.0,0.0,4117.714667261252
87,245.25,9.805,316.62773722627736,3.160087719298246,0.2450813261565031,1.0852295804342,1.2085502317427208,0.48210383962392883,535.7826771172806,489.71960646057465,550.005737023121,381.67240964324236,91.68311688311688,146953.95255800037,57.638566212337516,24634.387095069356,8741.582345742481,996.0,255.0,770.0,28446.333333333332,2961.5,441.96666666666664,3918.366666666667,3048.9666666666667,8625.916666666666,0.0,0.0,0.493158433853645,1.1625,4.528165239937637,0.0,0.0,0.0,1.1901197604790419,142.27899270589756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.94805555555556,157.43333333333334,0.0,0.0,0.0,508.335,675.7536715571907,4554.716314349363,0.0,0.0,0.0,4186.866031393149
88,261.75,10.86,342.59558823529414,2.642592592592593,0.2572027921531903,1.1437953726744507,1.2228928569654227,0.5728516094815295,610.0405044060429,544.2044293521408,653.880791161149,428.996575985749,99.73469387755102,146953.9525580004,62.92752186033754,24278.347954569686,8681.069852476394,996.0,255.0,763.0,28985.85,2867.5833333333335,450.7833333333333,5248.083333333333,3319.35,8746.05,0.0,0.0,0.4800548693921976,1.1166666666666667,5.320734366606929,0.0,0.0,0.0,1.236842105263158,156.9412473814532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.1425,157.43333333333334,0.0,0.0,0.0,517.5091666666667,737.7613069427183,4554.716314349363,0.0,0.0,0.0,4126.353538127074
89,255.0,11.786944444444444,339.17424242424244,3.3663194444444464,0.26659598490252,1.186925720717342,1.3464422996120027,0.49341877409431206,584.3164614230766,478.4784058565182,548.6520795356896,395.83943443141777,109.93005181347151,146953.95255800037,59.389993294337536,24618.13727667579,8738.82052291386,996.0,255.0,780.0,28694.95,2882.3166666666666,557.9,5210.466666666667,2672.0166666666664,8415.7,0.0,0.0,0.47445580645678725,1.1333333333333333,4.68933084683993,0.0,0.0,0.0,1.221556886227545,146.0207691458119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.78194444444443,157.43333333333334,0.0,0.0,0.0,513.5680555555556,696.2873759655582,4554.716314349363,0.0,0.0,0.0,4184.104208564541
90,233.25,10.176666666666666,335.54887218045116,3.015333333333333,0.26149837198631787,1.332558913471321,1.3017559524625795,0.5058054905460319,622.086074810688,463.09626800032777,562.3873165629701,394.2619808555435,97.696,146953.95255800046,55.8522048693375,24627.945934665644,8740.487604655844,996.0,255.0,774.0,28516.166666666668,2810.383333333333,594.9,4260.066666666667,2994.0166666666664,7792.433333333333,0.0,0.0,0.5000507591975997,1.0875,4.790919276366873,0.0,0.0,0.0,1.2163461538461537,144.45320909679498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.5,157.43333333333334,0.0,0.0,0.0,511.3861111111111,654.8103984054434,4554.716314349363,0.0,0.0,0.0,4185.7712903065285
91,247.5,10.020277777777778,339.3404255319149,2.257894736842106,0.24120288257423358,1.1423228071469909,1.1975560191774026,0.5241484470941568,590.686405098718,439.5228985411488,549.8415569029661,379.7075163887268,93.69610389610389,146953.95255800037,58.81792268933752,24109.957694554807,8652.450205600158,996.0,255.0,766.0,27937.85,2707.0666666666666,412.5,5165.016666666666,3190.95,7831.35,0.0,0.0,0.47598849039498753,1.1730769230769231,4.693341910632684,0.0,0.0,0.0,1.2080838323353293,136.16733434940173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.30166666666668,157.43333333333334,0.0,0.0,0.0,497.73083333333335,689.580428913916,4554.7163143493635,0.0,0.0,0.0,4097.733891250831
92,243.0,11.01388888888889,336.98571428571427,2.784722222222223,0.2364052469774617,1.1124960140523639,1.224487339001691,0.4813423166801041,619.9512228936312,417.2199052866002,492.77760582036916,381.130585766437,103.52480417754569,146953.9525580004,60.574141713337546,24231.384471210895,8673.08792816744,996.0,255.0,765.0,27918.183333333334,2276.3333333333335,396.85,4992.083333333333,3167.0,8833.4,0.0,0.0,0.49029556300695687,1.1484375,4.673324542549187,0.0,0.0,0.0,1.1853448275862069,135.83070598287185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.61194444444445,157.43333333333334,0.0,0.0,0.0,495.1275,710.1703139772362,4554.716314349363,0.0,0.0,0.0,4118.371613818109
93,243.75,10.163611111111111,348.8978102189781,3.9301587301587295,0.25048596528642536,1.1276227769451317,1.2350513631753135,0.47707064926387716,597.861848155533,443.6785351988191,530.9598776063937,380.5677993651689,95.53263707571801,146953.9525580004,60.647540459337485,24354.671180164318,8694.041765250826,996.0,255.0,766.0,27570.75,2856.95,502.55,5083.866666666667,2917.2,8417.433333333332,0.0,0.0,0.48881442105048434,1.1964285714285714,4.558228201821378,0.0,0.0,0.0,1.187116564417178,132.14159700179476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.96166666666667,157.43333333333334,0.0,0.0,0.0,493.39666666666665,711.0308397563557,4554.7163143493635,0.0,0.0,0.0,4139.325450901489
94,258.0,11.534444444444444,359.6901408450704,2.456349206349207,0.2562132518508023,1.2510037226853878,1.2990221339492398,0.5468935104495476,666.929013144918,477.9741381029058,586.7318934064543,416.57337654844696,108.13541666666667,146953.95255800043,61.639223406337464,24222.499898725884,8671.577904207941,996.0,255.0,763.0,28366.583333333332,2277.3,489.26666666666665,5328.65,3213.6,8460.083333333334,0.0,0.0,0.496306595354333,1.1842105263157894,4.981819344321206,0.0,0.0,0.0,1.2102272727272727,144.41210387012828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.52833333333334,157.43333333333334,0.0,0.0,0.0,503.28305555555556,722.6573155084967,4554.716314349363,0.0,0.0,0.0,4116.86158985861
95,237.75,11.702777777777778,326.56060606060606,2.82644927536232,0.25171220102031966,1.2148811664812678,1.3095470378492475,0.5258825466680919,605.6460673054946,483.79256254284235,590.736556135183,397.6394411622007,110.0,146953.9525580004,59.9064884173375,24429.99532879232,8706.84387467685,996.0,255.0,772.0,28086.55,2633.0833333333335,525.0166666666667,5655.283333333334,2642.116666666667,7872.216666666666,0.0,0.0,0.49792066963214326,1.0813953488372092,4.549066425678546,0.0,0.0,0.0,1.2181528662420382,137.29606260128207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.77944444444444,157.43333333333334,0.0,0.0,0.0,498.4136111111111,702.3427569134957,4554.716314349363,0.0,0.0,0.0,4152.127560327526
96,257.25,11.493055555555555,346.3188405797101,3.257971014492753,0.26861502970390233,1.246853357877589,1.2490056058095784,0.5134258031101455,598.4050164875358,442.89954194121606,550.5788454887871,375.5468707342883,105.81841432225065,146953.9525580004,58.58583606033748,24277.7814202529,8680.973564175125,996.0,255.0,773.0,27452.666666666668,2886.6,551.9166666666666,4658.183333333333,2559.8166666666666,8610.216666666667,0.0,0.0,0.4942970318849059,1.1524390243902438,4.847998014051103,0.0,0.0,0.0,1.2209302325581395,129.98094470414534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.36416666666668,157.43333333333334,0.0,0.0,0.0,491.05333333333334,686.8594488137469,4554.716314349363,0.0,0.0,0.0,4126.2572498257905
