,PID,Household_ID,Household_num_vehicles,Household_income [$]
7071,300-2012000965843-019818,300-2012000965843-0,5,118212.0
7072,300-2012000965843-019880,300-2012000965843-0,5,118212.0
7073,300-2012000965843-019942,300-2012000965843-0,5,118212.0
7074,300-2012000965843-019694,300-2012000965843-0,5,118212.0
7075,700-2014000053367-162081,700-2014000053367-1,5,63192.0
7076,700-2014000053367-162317,700-2014000053367-1,5,63192.0
7077,700-2014000053367-161963,700-2014000053367-1,5,63192.0
7078,700-2014000053367-162199,700-2014000053367-1,5,63192.0
7079,1106-2014000951716-480652,1106-2014000951716-4,2,23314.0
7080,600-2016000376315-0132842,600-2016000376315-0,2,23756.0
7081,1107-2015000666520-0103976,1107-2015000666520-0,3,82790.0
7082,1107-2015000666520-0103936,1107-2015000666520-0,3,82790.0
7083,10103-2016000715950-0141903,10103-2016000715950-0,5,74741.0
7084,10103-2016000715950-0141861,10103-2016000715950-0,5,74741.0
7085,10103-2016000715950-0141819,10103-2016000715950-0,5,74741.0
7086,10103-2016000715950-0141945,10103-2016000715950-0,5,74741.0
7087,1500-2015001443628-0123256,1500-2015001443628-0,2,19853.0
7088,10104-2014000953311-280791,10104-2014000953311-2,3,22377.0
7089,10104-2014000953311-280748,10104-2014000953311-2,3,22377.0
7090,500-2014000896918-079509,500-2014000896918-0,2,13151.0
7091,1101-2013000843576-049048,1101-2013000843576-0,3,38206.0
7092,1101-2013000843576-049027,1101-2013000843576-0,3,38206.0
7093,1101-2016001225736-0152112,1101-2016001225736-0,2,10893.0
7094,1500-2012000341303-06746,1500-2012000341303-0,3,43167.0
7095,1500-2012000341303-06728,1500-2012000341303-0,3,43167.0
7096,202-2012000584680-011685,202-2012000584680-0,5,16913.0
7097,202-2012000584680-011648,202-2012000584680-0,5,16913.0
7098,202-2012000584680-011759,202-2012000584680-0,5,16913.0
7099,202-2012000584680-011722,202-2012000584680-0,5,16913.0
7100,1105-2012001464904-029277,1105-2012001464904-0,5,104572.0
7101,1105-2012001464904-029191,1105-2012001464904-0,5,104572.0
7102,1105-2012001464904-029148,1105-2012001464904-0,5,104572.0
7103,1105-2012001464904-029234,1105-2012001464904-0,5,104572.0
7104,1804-2015001205185-0118054,1804-2015001205185-0,3,60946.0
7105,1804-2015001205185-0118087,1804-2015001205185-0,3,60946.0
7106,1902-2015001162246-1117195,1902-2015001162246-1,5,90127.0
7107,1902-2015001162246-1117303,1902-2015001162246-1,5,90127.0
7108,1902-2015001162246-1116979,1902-2015001162246-1,5,90127.0
7109,1902-2015001162246-1117087,1902-2015001162246-1,5,90127.0
7110,700-2015000732389-0105666,700-2015000732389-0,3,54787.0
7111,700-2015000732389-0105727,700-2015000732389-0,3,54787.0
7112,100-2014001183852-087000,100-2014001183852-0,5,10126.0
7113,100-2014001183852-086936,100-2014001183852-0,5,10126.0
7114,100-2014001183852-086968,100-2014001183852-0,5,10126.0
7115,100-2014001183852-086904,100-2014001183852-0,5,10126.0
7116,201-2012000659907-013198,201-2012000659907-0,3,77566.0
7117,201-2012000659907-013239,201-2012000659907-0,3,77566.0
7118,1804-2012000826404-016482,1804-2012000826404-0,3,35750.0
7119,1804-2012000826404-016439,1804-2012000826404-0,3,35750.0
7120,1801-2012000629682-112467,1801-2012000629682-1,3,106885.0
7121,1801-2012000629682-112426,1801-2012000629682-1,3,106885.0
7122,500-2012000037468-0338,500-2012000037468-0,2,18561.0
7123,600-2016001484403-0156609,600-2016001484403-0,5,69017.0
7124,600-2016001484403-0156642,600-2016001484403-0,5,69017.0
7125,600-2016001484403-0156675,600-2016001484403-0,5,69017.0
7126,600-2016001484403-0156708,600-2016001484403-0,5,69017.0
7127,405-2012000806425-015717,405-2012000806425-0,2,15597.0
7128,202-2015000164849-094319,202-2015000164849-0,2,4309.0
7129,1107-2013000226280-135112,1107-2013000226280-1,5,13229.0
7130,1107-2013000226280-135041,1107-2013000226280-1,5,13229.0
7131,1107-2013000226280-134899,1107-2013000226280-1,5,13229.0
7132,1107-2013000226280-134757,1107-2013000226280-1,5,13229.0
7133,1107-2013000226280-134828,1107-2013000226280-1,5,13229.0
7134,1107-2013000226280-134970,1107-2013000226280-1,5,13229.0
7135,10104-2013001265598-056724,10104-2013001265598-0,3,139327.0
7136,10104-2013001265598-056798,10104-2013001265598-0,3,139327.0
7137,10102-2015001360314-0121782,10102-2015001360314-0,2,35361.0
7138,1801-2013000162124-033125,1801-2013000162124-0,4,32061.0
7139,1801-2013000162124-033138,1801-2013000162124-0,4,32061.0
7140,1801-2013000162124-033112,1801-2013000162124-0,4,32061.0
7141,1801-2016001091689-0149043,1801-2016001091689-0,2,14997.0
7142,700-2013001478005-060300,700-2013001478005-0,3,91214.0
7143,700-2013001478005-060266,700-2013001478005-0,3,91214.0
7144,1105-2013001420823-359137,1105-2013001420823-3,3,84749.0
7145,1105-2013001420823-359242,1105-2013001420823-3,3,84749.0
7146,1801-2013001007282-051704,1801-2013001007282-0,4,37604.0
7147,1801-2013001007282-051786,1801-2013001007282-0,4,37604.0
7148,1801-2013001007282-051745,1801-2013001007282-0,4,37604.0
7149,1108-2016000456554-0135188,1108-2016000456554-0,3,126982.0
7150,1108-2016000456554-0135150,1108-2016000456554-0,3,126982.0
7151,407-2013000920118-050494,407-2013000920118-0,5,80996.0
7152,407-2013000920118-050451,407-2013000920118-0,5,80996.0
7153,407-2013000920118-050365,407-2013000920118-0,5,80996.0
7154,407-2013000920118-050408,407-2013000920118-0,5,80996.0
7155,10600-2012001377121-027273,10600-2012001377121-0,5,142733.0
7156,10600-2012001377121-027174,10600-2012001377121-0,5,142733.0
7157,10600-2012001377121-027240,10600-2012001377121-0,5,142733.0
7158,10600-2012001377121-027207,10600-2012001377121-0,5,142733.0
7159,408-2012000892593-018220,408-2012000892593-0,4,53270.0
7160,408-2012000892593-018178,408-2012000892593-0,4,53270.0
7161,408-2012000892593-018262,408-2012000892593-0,4,53270.0
7162,1106-2012001437667-128872,1106-2012001437667-1,3,47043.0
7163,1106-2012001437667-128912,1106-2012001437667-1,3,47043.0
7164,408-2016000931630-0146678,408-2016000931630-0,2,35983.0
7165,900-2016000333866-0132151,900-2016000333866-0,4,148445.0
7166,900-2016000333866-0132237,900-2016000333866-0,4,148445.0
7167,900-2016000333866-0132194,900-2016000333866-0,4,148445.0
7168,10600-2014000834285-077710,10600-2014000834285-0,3,129298.0
7169,10600-2014000834285-077747,10600-2014000834285-0,3,129298.0
7170,300-2015001225649-0118864,300-2015001225649-0,4,51930.0
7171,300-2015001225649-0118808,300-2015001225649-0,4,51930.0
7172,300-2015001225649-0118752,300-2015001225649-0,4,51930.0
7173,1002-2012001305365-025297,1002-2012001305365-0,2,8218.0
7174,300-2014001032926-182692,300-2014001032926-1,2,17931.0
7175,1500-2013000074702-031184,1500-2013000074702-0,2,21151.0
7176,1700-2015000795744-0107742,1700-2015000795744-0,5,107798.0
7177,1700-2015000795744-0107522,1700-2015000795744-0,5,107798.0
7178,1700-2015000795744-0107632,1700-2015000795744-0,5,107798.0
7179,1700-2015000795744-0107852,1700-2015000795744-0,5,107798.0
7180,405-2013000365992-138327,405-2013000365992-1,2,19685.0
7181,202-2016000707782-0141771,202-2016000707782-0,2,117.0
7182,201-2014001140978-085605,201-2014001140978-0,3,27284.0
7183,201-2014001140978-085561,201-2014001140978-0,3,27284.0
7184,1700-2014000987574-081224,1700-2014000987574-0,5,19576.0
7185,1700-2014000987574-081262,1700-2014000987574-0,5,19576.0
7186,1700-2014000987574-081490,1700-2014000987574-0,5,19576.0
7187,1700-2014000987574-081414,1700-2014000987574-0,5,19576.0
7188,1700-2014000987574-081376,1700-2014000987574-0,5,19576.0
7189,1700-2014000987574-081148,1700-2014000987574-0,5,19576.0
7190,1700-2014000987574-081300,1700-2014000987574-0,5,19576.0
7191,1700-2014000987574-081452,1700-2014000987574-0,5,19576.0
7192,1700-2014000987574-081186,1700-2014000987574-0,5,19576.0
7193,1700-2014000987574-081110,1700-2014000987574-0,5,19576.0
7194,1700-2014000987574-081338,1700-2014000987574-0,5,19576.0
7195,10104-2013000168908-333199,10104-2013000168908-3,3,15028.0
7196,10104-2013000168908-333312,10104-2013000168908-3,3,15028.0
7197,1001-2014001032926-082713,1001-2014001032926-0,2,8849.0
7198,406-2013001307359-057379,406-2013001307359-0,5,79688.0
7199,406-2013001307359-057493,406-2013001307359-0,5,79688.0
7200,406-2013001307359-057341,406-2013001307359-0,5,79688.0
7201,406-2013001307359-057455,406-2013001307359-0,5,79688.0
7202,406-2013001307359-057417,406-2013001307359-0,5,79688.0
7203,1700-2015001304619-0120426,1700-2015001304619-0,4,123429.0
7204,1700-2015001304619-0120384,1700-2015001304619-0,4,123429.0
7205,1700-2015001304619-0120342,1700-2015001304619-0,4,123429.0
7206,408-2013000899222-049941,408-2013000899222-0,5,80291.0
7207,408-2013000899222-049845,408-2013000899222-0,5,80291.0
7208,408-2013000899222-049877,408-2013000899222-0,5,80291.0
7209,408-2013000899222-049909,408-2013000899222-0,5,80291.0
7210,405-2014000976338-080977,405-2014000976338-0,2,995.0
7211,10102-2014000954649-180830,10102-2014000954649-1,2,39082.0
7212,1106-2012000341303-06743,1106-2012000341303-0,3,7675.0
7213,1106-2012000341303-06725,1106-2012000341303-0,3,7675.0
7214,1106-2016000920843-0146390,1106-2016000920843-0,2,34503.0
7215,10104-2016000255662-1130853,10104-2016000255662-1,2,17486.0
7216,300-2013000895447-149727,300-2013000895447-1,3,17518.0
7217,300-2013000895447-149643,300-2013000895447-1,3,17518.0
7218,1801-2016000005548-0124370,1801-2016000005548-0,2,15949.0
7219,407-2016000114870-0127330,407-2016000114870-0,3,28453.0
7220,407-2016000114870-0127364,407-2016000114870-0,3,28453.0
7221,408-2015001258226-0119463,408-2015001258226-0,2,14549.0
7222,1108-2012001433817-028674,1108-2012001433817-0,5,137816.0
7223,1108-2012001433817-028754,1108-2012001433817-0,5,137816.0
7224,1108-2012001433817-028794,1108-2012001433817-0,5,137816.0
7225,1108-2012001433817-028834,1108-2012001433817-0,5,137816.0
7226,1108-2012001433817-028714,1108-2012001433817-0,5,137816.0
7227,1106-2014000366818-069427,1106-2014000366818-0,3,8425.0
7228,1106-2014000366818-069387,1106-2014000366818-0,3,8425.0
7229,1107-2014000358619-069217,1107-2014000358619-0,2,22004.0
7230,1106-2014000238225-266940,1106-2014000238225-2,2,29476.0
7231,202-2016001459467-0156153,202-2016001459467-0,5,14999.0
7232,202-2016001459467-0156276,202-2016001459467-0,5,14999.0
7233,202-2016001459467-0156317,202-2016001459467-0,5,14999.0
7234,202-2016001459467-0156235,202-2016001459467-0,5,14999.0
7235,202-2016001459467-0156194,202-2016001459467-0,5,14999.0
7236,1801-2015001265529-1119613,1801-2015001265529-1,2,4520.0
7237,1108-2013001005966-051630,1108-2013001005966-0,3,39779.0
7238,1108-2013001005966-051663,1108-2013001005966-0,3,39779.0
7239,100-2012000539363-010502,100-2012000539363-0,3,19830.0
7240,100-2012000539363-010545,100-2012000539363-0,3,19830.0
7241,10104-2013000258802-135750,10104-2013000258802-1,5,73218.0
7242,10104-2013000258802-135836,10104-2013000258802-1,5,73218.0
7243,10104-2013000258802-135664,10104-2013000258802-1,5,73218.0
7244,10104-2013000258802-135793,10104-2013000258802-1,5,73218.0
7245,10104-2013000258802-135621,10104-2013000258802-1,5,73218.0
7246,10104-2013000258802-135707,10104-2013000258802-1,5,73218.0
7247,1500-2015000102574-093036,1500-2015000102574-0,2,11609.0
7248,10104-2015000688647-2104197,10104-2015000688647-2,2,9832.0
7249,10401-2015000154601-093949,10401-2015000154601-0,5,147287.0
7250,10401-2015000154601-094008,10401-2015000154601-0,5,147287.0
7251,10401-2015000154601-093890,10401-2015000154601-0,5,147287.0
7252,10401-2015000154601-094067,10401-2015000154601-0,5,147287.0
7253,408-2012000751336-014834,408-2012000751336-0,2,17587.0
7254,1101-2012000496852-010175,1101-2012000496852-0,4,75775.0
7255,1101-2012000496852-010143,1101-2012000496852-0,4,75775.0
7256,1101-2012000496852-010111,1101-2012000496852-0,4,75775.0
7257,405-2013000878752-049374,405-2013000878752-0,2,33764.0
7258,1803-2013001448500-059819,1803-2013001448500-0,3,148290.0
7259,1803-2013001448500-059862,1803-2013001448500-0,3,148290.0
7260,1902-2015001040170-2114998,1902-2015001040170-2,2,8730.0
7261,100-2012000131467-02427,100-2012000131467-0,5,105903.0
7262,100-2012000131467-02126,100-2012000131467-0,5,105903.0
7263,100-2012000131467-02470,100-2012000131467-0,5,105903.0
7264,100-2012000131467-02169,100-2012000131467-0,5,105903.0
7265,100-2012000131467-02255,100-2012000131467-0,5,105903.0
7266,100-2012000131467-02513,100-2012000131467-0,5,105903.0
7267,100-2012000131467-02298,100-2012000131467-0,5,105903.0
7268,100-2012000131467-02384,100-2012000131467-0,5,105903.0
7269,100-2012000131467-02212,100-2012000131467-0,5,105903.0
7270,100-2012000131467-02341,100-2012000131467-0,5,105903.0
7271,100-2012000325210-06216,100-2012000325210-0,3,63412.0
7272,100-2012000325210-06178,100-2012000325210-0,3,63412.0
7273,1700-2016000675463-0140996,1700-2016000675463-0,4,27080.0
7274,1700-2016000675463-0141038,1700-2016000675463-0,4,27080.0
7275,1700-2016000675463-0141080,1700-2016000675463-0,4,27080.0
7276,1500-2015001195146-2117919,1500-2015001195146-2,3,46011.0
7277,1500-2015001195146-2117801,1500-2015001195146-2,3,46011.0
7278,1101-2015001149811-0116740,1101-2015001149811-0,2,10565.0
7279,1105-2016001200571-1150627,1105-2016001200571-1,2,31920.0
7280,1108-2012000826404-016430,1108-2012000826404-0,3,76684.0
7281,1108-2012000826404-016473,1108-2012000826404-0,3,76684.0
7282,405-2012000237790-04966,405-2012000237790-0,5,126522.0
7283,405-2012000237790-04935,405-2012000237790-0,5,126522.0
7284,405-2012000237790-04842,405-2012000237790-0,5,126522.0
7285,405-2012000237790-04904,405-2012000237790-0,5,126522.0
7286,405-2012000237790-04873,405-2012000237790-0,5,126522.0
7287,405-2012000237790-04997,405-2012000237790-0,5,126522.0
7288,1101-2014000730190-076371,1101-2014000730190-0,4,102177.0
7289,1101-2014000730190-076341,1101-2014000730190-0,4,102177.0
7290,1101-2014000730190-076311,1101-2014000730190-0,4,102177.0
7291,300-2013000107750-032158,300-2013000107750-0,4,130135.0
7292,300-2013000107750-032193,300-2013000107750-0,4,130135.0
7293,300-2013000107750-032123,300-2013000107750-0,4,130135.0
7294,1500-2016000835364-0144729,1500-2016000835364-0,3,9199.0
7295,1500-2016000835364-0144772,1500-2016000835364-0,3,9199.0
7296,1803-2012000336992-06342,1803-2012000336992-0,5,66499.0
7297,1803-2012000336992-06420,1803-2012000336992-0,5,66499.0
7298,1803-2012000336992-06498,1803-2012000336992-0,5,66499.0
7299,1803-2012000336992-06459,1803-2012000336992-0,5,66499.0
7300,1803-2012000336992-06381,1803-2012000336992-0,5,66499.0
7301,100-2015000290126-096689,100-2015000290126-0,5,101988.0
7302,100-2015000290126-096722,100-2015000290126-0,5,101988.0
7303,100-2015000290126-096656,100-2015000290126-0,5,101988.0
7304,100-2015000290126-096623,100-2015000290126-0,5,101988.0
7305,10104-2013000178929-133484,10104-2013000178929-1,3,23375.0
7306,10104-2013000178929-133429,10104-2013000178929-1,3,23375.0
7307,408-2014000853772-078320,408-2014000853772-0,4,63143.0
7308,408-2014000853772-078360,408-2014000853772-0,4,63143.0
7309,408-2014000853772-078400,408-2014000853772-0,4,63143.0
7310,1801-2015000392807-198684,1801-2015000392807-1,2,37067.0
7311,1101-2012001253466-124471,1101-2012001253466-1,2,14714.0
7312,300-2015001250406-0119211,300-2015001250406-0,5,29896.0
7313,300-2015001250406-0119251,300-2015001250406-0,5,29896.0
7314,300-2015001250406-0119331,300-2015001250406-0,5,29896.0
7315,300-2015001250406-0119291,300-2015001250406-0,5,29896.0
7316,300-2015001250406-0119171,300-2015001250406-0,5,29896.0
7317,1801-2013000287282-136773,1801-2013000287282-1,4,97516.0
7318,1801-2013000287282-136814,1801-2013000287282-1,4,97516.0
7319,1801-2013000287282-136855,1801-2013000287282-1,4,97516.0
7320,1107-2013000029457-029898,1107-2013000029457-0,2,29345.0
7321,1801-2015000606538-0102321,1801-2015000606538-0,2,34438.0
7322,10104-2013000895447-349719,10104-2013000895447-3,3,96189.0
7323,10104-2013000895447-349635,10104-2013000895447-3,3,96189.0
7324,1107-2013000606389-044565,1107-2013000606389-0,4,77423.0
7325,1107-2013000606389-044444,1107-2013000606389-0,4,77423.0
7326,1107-2013000606389-044686,1107-2013000606389-0,4,77423.0
7327,1101-2014000951716-280641,1101-2014000951716-2,2,37335.0
7328,1500-2012001254838-024751,1500-2012001254838-0,5,140991.0
7329,1500-2012001254838-024941,1500-2012001254838-0,5,140991.0
7330,1500-2012001254838-024656,1500-2012001254838-0,5,140991.0
7331,1500-2012001254838-024561,1500-2012001254838-0,5,140991.0
7332,1500-2012001254838-024846,1500-2012001254838-0,5,140991.0
7333,10104-2014000703196-076035,10104-2014000703196-0,2,20806.0
7334,201-2012000566763-111377,201-2012000566763-1,3,68086.0
7335,201-2012000566763-111448,201-2012000566763-1,3,68086.0
7336,405-2014000920730-080043,405-2014000920730-0,2,28233.0
7337,1804-2014001194700-087284,1804-2014001194700-0,5,38534.0
7338,1804-2014001194700-087204,1804-2014001194700-0,5,38534.0
7339,1804-2014001194700-087164,1804-2014001194700-0,5,38534.0
7340,1804-2014001194700-087224,1804-2014001194700-0,5,38534.0
7341,1804-2014001194700-087244,1804-2014001194700-0,5,38534.0
7342,1804-2014001194700-087184,1804-2014001194700-0,5,38534.0
7343,1804-2014001194700-087264,1804-2014001194700-0,5,38534.0
7344,500-2014000054409-062496,500-2014000054409-0,3,137934.0
7345,500-2014000054409-062453,500-2014000054409-0,3,137934.0
7346,10102-2016000675463-1141008,10102-2016000675463-1,4,122561.0
7347,10102-2016000675463-1140966,10102-2016000675463-1,4,122561.0
7348,10102-2016000675463-1141050,10102-2016000675463-1,4,122561.0
7349,10103-2016000414635-0134368,10103-2016000414635-0,2,37391.0
7350,408-2014000238225-066928,408-2014000238225-0,2,18023.0
7351,201-2012001414670-128195,201-2012001414670-1,3,40652.0
7352,201-2012001414670-128266,201-2012001414670-1,3,40652.0
7353,10102-2014000630646-175064,10102-2014000630646-1,5,31201.0
7354,10102-2014000630646-175108,10102-2014000630646-1,5,31201.0
7355,10102-2014000630646-175020,10102-2014000630646-1,5,31201.0
7356,10102-2014000630646-175152,10102-2014000630646-1,5,31201.0
7357,1106-2013000356142-137795,1106-2013000356142-1,3,139464.0
7358,1106-2013000356142-137839,1106-2013000356142-1,3,139464.0
7359,700-2015000981882-0113787,700-2015000981882-0,3,42784.0
7360,700-2015000981882-0113808,700-2015000981882-0,3,42784.0
7361,1600-2015000707447-0104580,1600-2015000707447-0,2,33559.0
7362,408-2013000430975-040326,408-2013000430975-0,3,53692.0
7363,408-2013000430975-040390,408-2013000430975-0,3,53692.0
7364,406-2015000459678-099858,406-2015000459678-0,2,6948.0
7365,1002-2013000430975-140399,1002-2013000430975-1,3,141749.0
7366,1002-2013000430975-140335,1002-2013000430975-1,3,141749.0
7367,405-2012001491756-029549,405-2012001491756-0,2,33175.0
7368,1106-2015001175837-0117604,1106-2015001175837-0,3,11239.0
7369,1106-2015001175837-0117561,1106-2015001175837-0,3,11239.0
7370,1700-2016001225736-0152137,1700-2016001225736-0,2,37488.0
7371,10102-2014000550778-273482,10102-2014000550778-2,2,29936.0
7372,401-2014001422304-090854,401-2014001422304-0,3,19252.0
7373,401-2014001422304-090816,401-2014001422304-0,3,19252.0
7374,1108-2015001419851-0122908,1108-2015001419851-0,4,2175.0
7375,1108-2015001419851-0122832,1108-2015001419851-0,4,2175.0
7376,1108-2015001419851-0122870,1108-2015001419851-0,4,2175.0
7377,405-2012000478993-09833,405-2012000478993-0,5,130574.0
7378,405-2012000478993-09885,405-2012000478993-0,5,130574.0
7379,405-2012000478993-09911,405-2012000478993-0,5,130574.0
7380,405-2012000478993-09859,405-2012000478993-0,5,130574.0
7381,10104-2016000294367-2131748,10104-2016000294367-2,2,20248.0
7382,1001-2012000442109-09239,1001-2012000442109-0,4,54820.0
7383,1001-2012000442109-09287,1001-2012000442109-0,4,54820.0
7384,1001-2012000442109-09335,1001-2012000442109-0,4,54820.0
7385,1106-2012000662466-413409,1106-2012000662466-4,4,145816.0
7386,1106-2012000662466-413492,1106-2012000662466-4,4,145816.0
7387,1106-2012000662466-413326,1106-2012000662466-4,4,145816.0
7388,1803-2015001171725-0117515,1803-2015001171725-0,3,21725.0
7389,1803-2015001171725-0117532,1803-2015001171725-0,3,21725.0
7390,1801-2013000369969-038554,1801-2013000369969-0,2,11115.0
7391,10104-2014000293416-068453,10104-2014000293416-0,2,3497.0
7392,201-2014000023781-061276,201-2014000023781-0,2,38692.0
7393,1600-2012000974778-020148,1600-2012000974778-0,2,4505.0
7394,10102-2012000420927-18803,10102-2012000420927-1,4,85640.0
7395,10102-2012000420927-18762,10102-2012000420927-1,4,85640.0
7396,10102-2012000420927-18844,10102-2012000420927-1,4,85640.0
7397,10600-2014000878931-079159,10600-2014000878931-0,4,121802.0
7398,10600-2014000878931-079199,10600-2014000878931-0,4,121802.0
7399,10600-2014000878931-079179,10600-2014000878931-0,4,121802.0
7400,405-2015000397926-098879,405-2015000397926-0,4,9873.0
7401,405-2015000397926-098835,405-2015000397926-0,4,9873.0
7402,405-2015000397926-098923,405-2015000397926-0,4,9873.0
7403,1002-2013000161131-033067,1002-2013000161131-0,4,115449.0
7404,1002-2013000161131-033093,1002-2013000161131-0,4,115449.0
7405,1002-2013000161131-033080,1002-2013000161131-0,4,115449.0
7406,407-2016001121006-0149484,407-2016001121006-0,2,33223.0
7407,10102-2016001158545-0149981,10102-2016001158545-0,3,21607.0
7408,10102-2016001158545-0150004,10102-2016001158545-0,3,21607.0
7409,10104-2014000182084-165469,10104-2014000182084-1,2,25995.0
7410,700-2014001231792-088153,700-2014001231792-0,3,44396.0
7411,700-2014001231792-088122,700-2014001231792-0,3,44396.0
7412,1801-2013001226741-056253,1801-2013001226741-0,4,35781.0
7413,1801-2013001226741-056205,1801-2013001226741-0,4,35781.0
7414,1801-2013001226741-056157,1801-2013001226741-0,4,35781.0
7415,10600-2014000293639-068501,10600-2014000293639-0,5,17036.0
7416,10600-2014000293639-068589,10600-2014000293639-0,5,17036.0
7417,10600-2014000293639-068633,10600-2014000293639-0,5,17036.0
7418,10600-2014000293639-068545,10600-2014000293639-0,5,17036.0
7419,300-2015000224295-095811,300-2015000224295-0,3,67272.0
7420,300-2015000224295-095773,300-2015000224295-0,3,67272.0
7421,1106-2015000025937-091786,1106-2015000025937-0,5,143914.0
7422,1106-2015000025937-091796,1106-2015000025937-0,5,143914.0
7423,1106-2015000025937-091816,1106-2015000025937-0,5,143914.0
7424,1106-2015000025937-091776,1106-2015000025937-0,5,143914.0
7425,1106-2015000025937-091806,1106-2015000025937-0,5,143914.0
7426,202-2016001148239-0149673,202-2016001148239-0,2,31372.0
7427,1901-2015000762599-0105961,1901-2015000762599-0,4,44621.0
7428,1901-2015000762599-0106041,1901-2015000762599-0,4,44621.0
7429,1901-2015000762599-0106001,1901-2015000762599-0,4,44621.0
7430,1600-2012000963809-319262,1600-2012000963809-3,5,133343.0
7431,1600-2012000963809-319634,1600-2012000963809-3,5,133343.0
7432,1600-2012000963809-319076,1600-2012000963809-3,5,133343.0
7433,1600-2012000963809-319448,1600-2012000963809-3,5,133343.0
7434,201-2013001160384-054647,201-2013001160384-0,3,5619.0
7435,201-2013001160384-054681,201-2013001160384-0,3,5619.0
7436,408-2013001478005-060263,408-2013001478005-0,3,28047.0
7437,408-2013001478005-060297,408-2013001478005-0,3,28047.0
7438,1101-2016000699058-0141674,1101-2016000699058-0,2,19352.0
7439,700-2012001254838-024532,700-2012001254838-0,5,31467.0
7440,700-2012001254838-024912,700-2012001254838-0,5,31467.0
7441,700-2012001254838-024627,700-2012001254838-0,5,31467.0
7442,700-2012001254838-024722,700-2012001254838-0,5,31467.0
7443,700-2012001254838-024817,700-2012001254838-0,5,31467.0
7444,10401-2013001419154-059077,10401-2013001419154-0,2,12319.0
7445,1101-2012001254838-024542,1101-2012001254838-0,5,128846.0
7446,1101-2012001254838-024637,1101-2012001254838-0,5,128846.0
7447,1101-2012001254838-024827,1101-2012001254838-0,5,128846.0
7448,1101-2012001254838-024732,1101-2012001254838-0,5,128846.0
7449,1101-2012001254838-024922,1101-2012001254838-0,5,128846.0
7450,700-2016000829522-0144537,700-2016000829522-0,2,26495.0
7451,600-2014000072178-062691,600-2014000072178-0,3,122019.0
7452,600-2014000072178-062739,600-2014000072178-0,3,122019.0
7453,1105-2016000778909-0143822,1105-2016000778909-0,5,61332.0
7454,1105-2016000778909-0143806,1105-2016000778909-0,5,61332.0
7455,1105-2016000778909-0143774,1105-2016000778909-0,5,61332.0
7456,1105-2016000778909-0143838,1105-2016000778909-0,5,61332.0
7457,1105-2016000778909-0143790,1105-2016000778909-0,5,61332.0
7458,1600-2015000383841-098364,1600-2015000383841-0,2,36333.0
7459,405-2016001009358-0147879,405-2016001009358-0,3,1080.0
7460,405-2016001009358-0147845,405-2016001009358-0,3,1080.0
7461,1200-2016001216686-0151320,1200-2016001216686-0,5,149990.0
7462,1200-2016001216686-0151394,1200-2016001216686-0,5,149990.0
7463,1200-2016001216686-0151283,1200-2016001216686-0,5,149990.0
7464,1200-2016001216686-0151246,1200-2016001216686-0,5,149990.0
7465,1200-2016001216686-0151357,1200-2016001216686-0,5,149990.0
7466,1105-2016000393526-0133505,1105-2016000393526-0,4,125674.0
7467,1105-2016000393526-0133479,1105-2016000393526-0,4,125674.0
7468,1105-2016000393526-0133492,1105-2016000393526-0,4,125674.0
7469,1803-2013000532687-143184,1803-2013000532687-1,5,35630.0
7470,1803-2013000532687-143016,1803-2013000532687-1,5,35630.0
7471,1803-2013000532687-142680,1803-2013000532687-1,5,35630.0
7472,1803-2013000532687-143352,1803-2013000532687-1,5,35630.0
7473,1803-2013000532687-142848,1803-2013000532687-1,5,35630.0
7474,10600-2015000780667-0106784,10600-2015000780667-0,3,6526.0
7475,10600-2015000780667-0106827,10600-2015000780667-0,3,6526.0
7476,1105-2016000456810-0135336,1105-2016000456810-0,5,96054.0
7477,1105-2016000456810-0135260,1105-2016000456810-0,5,96054.0
7478,1105-2016000456810-0135374,1105-2016000456810-0,5,96054.0
7479,1105-2016000456810-0135298,1105-2016000456810-0,5,96054.0
7480,1105-2016000456810-0135222,1105-2016000456810-0,5,96054.0
7481,1101-2015001453384-0123313,1101-2015001453384-0,2,32446.0
7482,406-2012001075277-021893,406-2012001075277-0,2,2326.0
7483,201-2013000179683-033712,201-2013000179683-0,5,3710.0
7484,201-2013000179683-033669,201-2013000179683-0,5,3710.0
7485,201-2013000179683-033540,201-2013000179683-0,5,3710.0
7486,201-2013000179683-033626,201-2013000179683-0,5,3710.0
7487,201-2013000179683-033583,201-2013000179683-0,5,3710.0
7488,10103-2012001348316-026338,10103-2012001348316-0,4,77860.0
7489,10103-2012001348316-026312,10103-2012001348316-0,4,77860.0
7490,10103-2012001348316-026325,10103-2012001348316-0,4,77860.0
7491,1803-2012000445297-09566,1803-2012000445297-0,2,18942.0
7492,10600-2013001457521-059943,10600-2013001457521-0,2,18850.0
7493,1107-2012001415668-028359,1107-2012001415668-0,5,115400.0
7494,1107-2012001415668-028418,1107-2012001415668-0,5,115400.0
7495,1107-2012001415668-028477,1107-2012001415668-0,5,115400.0
7496,1107-2012001415668-028536,1107-2012001415668-0,5,115400.0
7497,1803-2015000154601-093882,1803-2015000154601-0,5,89674.0
7498,1803-2015000154601-094000,1803-2015000154601-0,5,89674.0
7499,1803-2015000154601-094059,1803-2015000154601-0,5,89674.0
