id, rideHailManagerId, vehicleType, initialLocationX, initialLocationY, shifts, geofenceX, geofenceY, geofenceRadius
rideHailVehicle-026303-2016000613976-0-7696440, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021500-2015001455603-1-559450, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032801-2016000379814-0-571776, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021500-2013001033977-0-4753730, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033100-2016000792194-0-5020243, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-060502-2016001173133-0-3874245, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042602-2012000478352-0-7815929, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2015000576110-0-6296819, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026402-2015000950980-0-6421393, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025701-2016000056682-0-5018368, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025200-2015000075945-0-4754161, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2014000315414-0-2478041, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012202-2016001049565-0-3607897, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021600-2015000197744-0-1066327, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030202-2016000025297-0-5404271, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047902-2013001304170-0-7179199, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020700-2015001260178-0-6668092, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016100-2013000299037-0-3358212, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013500-2015000443201-0-5647717, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012000-2012001332565-0-4117868, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026303-2013000882280-0-1456534, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047902-2012000446359-0-1704723, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032602-2016001358668-0-7062546, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-026100-2012000066457-0-948961, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-022901-2012000981507-0-7047110, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012902-2016000616747-0-3995175, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012501-2013001183738-0-6409945, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600200-2015000929834-0-962366, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025701-2016000596503-0-7568120, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021800-2013000371919-0-5656102, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030101-2015001362468-1-1969864, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031400-2014000788156-0-569458, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2016000772596-0-7563052, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2016000915765-0-7316424, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-033203-2012000378914-1-3746947, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047801-2013001201643-0-2595956, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010200-2014000909482-0-1831503, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010900-2013000949422-0-4882435, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047600-2014000938906-0-4123682, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035100-2014000688612-0-7952304, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025600-2013000213997-0-5654482, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-017000-2014001105619-0-1194190, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-025600-2013000213997-0-5654483, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-600700-2015001079908-0-1214655, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032802-2013000341024-2-3620310, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021500-2014001179105-0-2211141, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031302-2013000160510-0-5401593, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016300-2014001297346-0-4377707, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010600-2014001477120-0-1565718, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-016000-2013000348243-0-4250211, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012202-2013000609715-0-5899892, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-023003-2012000097895-0-7695138, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-035400-2015000777810-0-2097386, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047600-2014000038346-0-7943435, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030400-2013000687996-0-2096798, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-047702-2014000719650-0-2340911, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-015400-2015000437915-3-1833638, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-042601-2012001371043-0-1069014, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-013300-2013000240624-0-2595703, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030600-2015000935210-0-1713071, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010800-2016001385884-0-5085526, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031302-2014000996485-0-4384836, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012501-2013001183738-0-6409943, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-045100-2015001319835-0-7053557, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-021500-2013001033977-0-4753732, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-031302-2013000160510-0-5401594, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030301-2014000688612-0-6296471, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-012501-2016000706115-0-5135688, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-010800-2016001385884-0-5085525, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-032700-2012000996623-1-6679643, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-020600-2015000596876-0-178964, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
rideHailVehicle-030102-2016000915765-0-7316423, GlobalRHM, Car,550000,4180000,{10:25200};{25300:80000},550000,4180000,2500
