,vehicleId,vehicleTypeId
9499,2916-2,Car
9500,2917-0,Car
9501,2917-1,Car
9502,2917-2,Car
9503,2917-3,Car
9504,2917-4,Car
9505,2918-0,Car
9506,2918-1,Car
9507,2918-2,Car
9508,2919-0,Car
9509,2919-1,Car
9510,2919-2,Car
9511,2919-3,Car
9512,2920-0,Car
9513,2920-1,Car
9514,2920-2,Car
9515,2921-0,Car
9516,2921-1,Car
9517,2922-0,Car
9518,2922-1,Car
9519,2922-2,Car
9520,2923-0,Car
9521,2923-1,Car
9522,2923-2,Car
9523,2923-3,Car
9524,2923-4,Car
9525,2924-0,Car
9526,2924-1,Car
9527,2924-2,Car
9528,2924-3,Car
9529,2924-4,Car
9530,2925-0,Car
9531,2925-1,Car
9532,2925-2,Car
9533,2926-0,Car
9534,2926-1,Car
9535,2927-0,Car
9536,2927-1,Car
9537,2927-2,Car
9538,2927-3,Car
9539,2927-4,Car
9540,2928-0,Car
9541,2928-1,Car
9542,2929-0,Car
9543,2929-1,Car
9544,2929-2,Car
9545,2930-0,Car
9546,2930-1,Car
9547,2930-2,Car
9548,2930-3,Car
9549,2930-4,Car
9550,2931-0,Car
9551,2931-1,Car
9552,2931-2,Car
9553,2932-0,Car
9554,2932-1,Car
9555,2932-2,Car
9556,2933-0,Car
9557,2933-1,Car
9558,2933-2,Car
9559,2933-3,Car
9560,2933-4,Car
9561,2934-0,Car
9562,2934-1,Car
9563,2935-0,Car
9564,2935-1,Car
9565,2935-2,Car
9566,2935-3,Car
9567,2936-0,Car
9568,2936-1,Car
9569,2936-2,Car
9570,2936-3,Car
9571,2937-0,Car
9572,2937-1,Car
9573,2938-0,Car
9574,2938-1,Car
9575,2938-2,Car
9576,2939-0,Car
9577,2939-1,Car
9578,2939-2,Car
9579,2940-0,Car
9580,2940-1,Car
9581,2940-2,Car
9582,2941-0,Car
9583,2941-1,Car
9584,2941-2,Car
9585,2941-3,Car
9586,2941-4,Car
9587,2942-0,Car
9588,2942-1,Car
9589,2942-2,Car
9590,2943-0,Car
9591,2943-1,Car
9592,2944-0,Car
9593,2944-1,Car
9594,2944-2,Car
9595,2944-3,Car
9596,2944-4,Car
9597,2945-0,Car
9598,2945-1,Car
9599,2945-2,Car
9600,2945-3,Car
9601,2946-0,Car
9602,2946-1,Car
9603,2946-2,Car
9604,2946-3,Car
9605,2946-4,Car
9606,2947-0,Car
9607,2947-1,Car
9608,2947-2,Car
9609,2947-3,Car
9610,2948-0,Car
9611,2948-1,Car
9612,2949-0,Car
9613,2949-1,Car
9614,2949-2,Car
9615,2949-3,Car
9616,2949-4,Car
9617,2950-0,Car
9618,2950-1,Car
9619,2950-2,Car
9620,2950-3,Car
9621,2950-4,Car
9622,2951-0,Car
9623,2951-1,Car
9624,2951-2,Car
9625,2951-3,Car
9626,2951-4,Car
9627,2952-0,Car
9628,2952-1,Car
9629,2952-2,Car
9630,2952-3,Car
9631,2952-4,Car
9632,2953-0,Car
9633,2953-1,Car
9634,2954-0,Car
9635,2954-1,Car
9636,2955-0,Car
9637,2955-1,Car
9638,2955-2,Car
9639,2956-0,Car
9640,2956-1,Car
9641,2956-2,Car
9642,2956-3,Car
9643,2956-4,Car
9644,2957-0,Car
9645,2957-1,Car
9646,2958-0,Car
9647,2958-1,Car
9648,2958-2,Car
9649,2959-0,Car
9650,2959-1,Car
9651,2960-0,Car
9652,2960-1,Car
9653,2960-2,Car
9654,2961-0,Car
9655,2961-1,Car
9656,2962-0,Car
9657,2962-1,Car
9658,2962-2,Car
9659,2963-0,Car
9660,2963-1,Car
9661,2963-2,Car
9662,2963-3,Car
9663,2963-4,Car
9664,2964-0,Car
9665,2964-1,Car
9666,2964-2,Car
9667,2964-3,Car
9668,2964-4,Car
9669,2965-0,Car
9670,2965-1,Car
9671,2965-2,Car
9672,2966-0,Car
9673,2966-1,Car
9674,2966-2,Car
9675,2966-3,Car
9676,2966-4,Car
9677,2967-0,Car
9678,2967-1,Car
9679,2967-2,Car
9680,2968-0,Car
9681,2968-1,Car
9682,2968-2,Car
9683,2968-3,Car
9684,2968-4,Car
9685,2969-0,Car
9686,2969-1,Car
9687,2969-2,Car
9688,2970-0,Car
9689,2970-1,Car
9690,2970-2,Car
9691,2971-0,Car
9692,2971-1,Car
9693,2971-2,Car
9694,2972-0,Car
9695,2972-1,Car
9696,2973-0,Car
9697,2973-1,Car
9698,2973-2,Car
9699,2973-3,Car
9700,2973-4,Car
9701,2974-0,Car
9702,2974-1,Car
9703,2975-0,Car
9704,2975-1,Car
9705,2976-0,Car
9706,2976-1,Car
9707,2976-2,Car
9708,2976-3,Car
9709,2976-4,Car
9710,2977-0,Car
9711,2977-1,Car
9712,2977-2,Car
9713,2978-0,Car
9714,2978-1,Car
9715,2979-0,Car
9716,2979-1,Car
9717,2979-2,Car
9718,2979-3,Car
9719,2980-0,Car
9720,2980-1,Car
9721,2981-0,Car
9722,2981-1,Car
9723,2981-2,Car
9724,2982-0,Car
9725,2982-1,Car
9726,2982-2,Car
9727,2983-0,Car
9728,2983-1,Car
9729,2983-2,Car
9730,2983-3,Car
9731,2984-0,Car
9732,2984-1,Car
9733,2984-2,Car
9734,2985-0,Car
9735,2985-1,Car
9736,2985-2,Car
9737,2985-3,Car
9738,2985-4,Car
9739,2986-0,Car
9740,2986-1,Car
9741,2986-2,Car
9742,2986-3,Car
9743,2986-4,Car
9744,2987-0,Car
9745,2987-1,Car
9746,2987-2,Car
9747,2987-3,Car
9748,2988-0,Car
9749,2988-1,Car
9750,2988-2,Car
9751,2989-0,Car
9752,2989-1,Car
9753,2990-0,Car
9754,2990-1,Car
9755,2990-2,Car
9756,2990-3,Car
9757,2991-0,Car
9758,2991-1,Car
9759,2991-2,Car
9760,2992-0,Car
9761,2992-1,Car
9762,2992-2,Car
9763,2992-3,Car
9764,2993-0,Car
9765,2993-1,Car
9766,2994-0,Car
9767,2994-1,Car
9768,2995-0,Car
9769,2995-1,Car
9770,2996-0,Car
9771,2996-1,Car
9772,2996-2,Car
9773,2996-3,Car
9774,2996-4,Car
9775,2997-0,Car
9776,2997-1,Car
9777,2998-0,Car
9778,2998-1,Car
9779,2999-0,Car
9780,2999-1,Car
9781,2999-2,Car
9782,3000-0,Car
9783,3000-1,Car
9784,3000-2,Car
9785,3000-3,Car
9786,3000-4,Car
9787,3001-0,Car
9788,3001-1,Car
9789,3001-2,Car
9790,3002-0,Car
9791,3002-1,Car
9792,3003-0,Car
9793,3003-1,Car
9794,3003-2,Car
9795,3003-3,Car
9796,3003-4,Car
9797,3004-0,Car
9798,3004-1,Car
9799,3004-2,Car
9800,3004-3,Car
9801,3005-0,Car
9802,3005-1,Car
9803,3005-2,Car
9804,3005-3,Car
9805,3005-4,Car
9806,3006-0,Car
9807,3006-1,Car
9808,3007-0,Car
9809,3007-1,Car
9810,3008-0,Car
9811,3008-1,Car
9812,3008-2,Car
9813,3009-0,Car
9814,3009-1,Car
9815,3010-0,Car
9816,3010-1,Car
9817,3011-0,Car
9818,3011-1,Car
9819,3011-2,Car
9820,3012-0,Car
9821,3012-1,Car
9822,3013-0,Car
9823,3013-1,Car
9824,3013-2,Car
9825,3014-0,Car
9826,3014-1,Car
9827,3015-0,Car
9828,3015-1,Car
9829,3015-2,Car
9830,3015-3,Car
9831,3015-4,Car
9832,3016-0,Car
9833,3016-1,Car
9834,3016-2,Car
9835,3017-0,Car
9836,3017-1,Car
9837,3018-0,Car
9838,3018-1,Car
9839,3019-0,Car
9840,3019-1,Car
9841,3019-2,Car
9842,3019-3,Car
9843,3019-4,Car
9844,3020-0,Car
9845,3020-1,Car
9846,3021-0,Car
9847,3021-1,Car
9848,3021-2,Car
9849,3022-0,Car
9850,3022-1,Car
9851,3022-2,Car
9852,3023-0,Car
9853,3023-1,Car
9854,3023-2,Car
9855,3023-3,Car
9856,3023-4,Car
9857,3024-0,Car
9858,3024-1,Car
9859,3025-0,Car
9860,3025-1,Car
9861,3026-0,Car
9862,3026-1,Car
9863,3026-2,Car
9864,3026-3,Car
9865,3026-4,Car
9866,3027-0,Car
9867,3027-1,Car
9868,3028-0,Car
9869,3028-1,Car
9870,3028-2,Car
9871,3028-3,Car
9872,3029-0,Car
9873,3029-1,Car
9874,3030-0,Car
9875,3030-1,Car
9876,3030-2,Car
9877,3031-0,Car
9878,3031-1,Car
9879,3032-0,Car
9880,3032-1,Car
9881,3032-2,Car
9882,3032-3,Car
9883,3032-4,Car
9884,3033-0,Car
9885,3033-1,Car
9886,3033-2,Car
9887,3034-0,Car
9888,3034-1,Car
9889,3034-2,Car
9890,3034-3,Car
9891,3035-0,Car
9892,3035-1,Car
9893,3035-2,Car
9894,3036-0,Car
9895,3036-1,Car
9896,3037-0,Car
9897,3037-1,Car
9898,3038-0,Car
9899,3038-1,Car
9900,3038-2,Car
9901,3039-0,Car
9902,3039-1,Car
9903,3039-2,Car
9904,3039-3,Car
9905,3039-4,Car
9906,3040-0,Car
9907,3040-1,Car
9908,3040-2,Car
9909,3040-3,Car
9910,3041-0,Car
9911,3041-1,Car
9912,3041-2,Car
9913,3041-3,Car
9914,3042-0,Car
9915,3042-1,Car
9916,3042-2,Car
9917,3043-0,Car
9918,3043-1,Car
9919,3043-2,Car
9920,3043-3,Car
9921,3043-4,Car
9922,3044-0,Car
9923,3044-1,Car
9924,3044-2,Car
9925,3044-3,Car
9926,3044-4,Car
9927,3045-0,Car
9928,3045-1,Car
9929,3045-2,Car
9930,3046-0,Car
9931,3046-1,Car
9932,3046-2,Car
9933,3046-3,Car
9934,3047-0,Car
9935,3047-1,Car
9936,3048-0,Car
9937,3048-1,Car
9938,3049-0,Car
9939,3049-1,Car
9940,3049-2,Car
9941,3049-3,Car
9942,3049-4,Car
9943,3050-0,Car
9944,3050-1,Car
9945,3050-2,Car
9946,3050-3,Car
9947,3051-0,Car
9948,3051-1,Car
9949,3052-0,Car
9950,3052-1,Car
9951,3053-0,Car
9952,3053-1,Car
9953,3053-2,Car
9954,3054-0,Car
9955,3054-1,Car
9956,3054-2,Car
9957,3054-3,Car
9958,3055-0,Car
9959,3055-1,Car
9960,3056-0,Car
9961,3056-1,Car
9962,3056-2,Car
9963,3056-3,Car
9964,3056-4,Car
9965,3057-0,Car
9966,3057-1,Car
9967,3058-0,Car
9968,3058-1,Car
9969,3058-2,Car
9970,3059-0,Car
9971,3059-1,Car
9972,3060-0,Car
9973,3060-1,Car
9974,3060-2,Car
9975,3060-3,Car
9976,3060-4,Car
9977,3061-0,Car
9978,3061-1,Car
9979,3061-2,Car
9980,3062-0,Car
9981,3062-1,Car
9982,3062-2,Car
9983,3062-3,Car
9984,3063-0,Car
9985,3063-1,Car
9986,3064-0,Car
9987,3064-1,Car
9988,3065-0,Car
9989,3065-1,Car
9990,3065-2,Car
9991,3066-0,Car
9992,3066-1,Car
9993,3066-2,Car
9994,3066-3,Car
9995,3066-4,Car
9996,3067-0,Car
9997,3067-1,Car
9998,3067-2,Car
9999,3068-0,Car
10000,3068-1,Car
10001,3068-2,Car
10002,3069-0,Car
10003,3069-1,Car
10004,3070-0,Car
10005,3070-1,Car
10006,3070-2,Car
10007,3071-0,Car
10008,3071-1,Car
10009,3072-0,Car
10010,3072-1,Car
10011,3072-2,Car
10012,3073-0,Car
10013,3073-1,Car
10014,3074-0,Car
10015,3074-1,Car
10016,3074-2,Car
10017,3075-0,Car
10018,3075-1,Car
10019,3076-0,Car
10020,3076-1,Car
10021,3077-0,Car
10022,3077-1,Car
10023,3077-2,Car
10024,3078-0,Car
10025,3078-1,Car
10026,3078-2,Car
10027,3078-3,Car
10028,3079-0,Car
10029,3079-1,Car
10030,3079-2,Car
10031,3079-3,Car
10032,3079-4,Car
10033,3080-0,Car
10034,3080-1,Car
10035,3081-0,Car
10036,3081-1,Car
10037,3081-2,Car
10038,3081-3,Car
10039,3082-0,Car
10040,3082-1,Car
10041,3082-2,Car
10042,3082-3,Car
10043,3083-0,Car
10044,3083-1,Car
10045,3083-2,Car
10046,3084-0,Car
10047,3084-1,Car
10048,3085-0,Car
10049,3085-1,Car
10050,3086-0,Car
10051,3086-1,Car
10052,3087-0,Car
10053,3087-1,Car
10054,3088-0,Car
10055,3088-1,Car
10056,3088-2,Car
10057,3088-3,Car
10058,3089-0,Car
10059,3089-1,Car
10060,3089-2,Car
10061,3089-3,Car
10062,3090-0,Car
10063,3090-1,Car
10064,3090-2,Car
10065,3090-3,Car
10066,3091-0,Car
10067,3091-1,Car
10068,3091-2,Car
10069,3091-3,Car
10070,3092-0,Car
10071,3092-1,Car
10072,3093-0,Car
10073,3093-1,Car
10074,3093-2,Car
10075,3094-0,Car
10076,3094-1,Car
10077,3095-0,Car
10078,3095-1,Car
10079,3095-2,Car
10080,3096-0,Car
10081,3096-1,Car
10082,3096-2,Car
10083,3096-3,Car
10084,3097-0,Car
10085,3097-1,Car
10086,3097-2,Car
10087,3097-3,Car
10088,3097-4,Car
10089,3098-0,Car
10090,3098-1,Car
10091,3098-2,Car
10092,3099-0,Car
10093,3099-1,Car
10094,3099-2,Car
10095,3099-3,Car
10096,3099-4,Car
10097,3100-0,Car
10098,3100-1,Car
10099,3101-0,Car
10100,3101-1,Car
10101,3101-2,Car
10102,3101-3,Car
10103,3102-0,Car
10104,3102-1,Car
10105,3102-2,Car
10106,3102-3,Car
10107,3102-4,Car
10108,3103-0,Car
10109,3103-1,Car
10110,3103-2,Car
10111,3104-0,Car
10112,3104-1,Car
10113,3104-2,Car
10114,3105-0,Car
10115,3105-1,Car
10116,3106-0,Car
10117,3106-1,Car
10118,3106-2,Car
10119,3106-3,Car
10120,3106-4,Car
10121,3107-0,Car
10122,3107-1,Car
10123,3108-0,Car
10124,3108-1,Car
10125,3108-2,Car
10126,3108-3,Car
10127,3108-4,Car
10128,3109-0,Car
10129,3109-1,Car
10130,3110-0,Car
10131,3110-1,Car
10132,3110-2,Car
10133,3111-0,Car
10134,3111-1,Car
10135,3111-2,Car
10136,3111-3,Car
10137,3111-4,Car
10138,3112-0,Car
10139,3112-1,Car
10140,3113-0,Car
10141,3113-1,Car
10142,3113-2,Car
10143,3114-0,Car
10144,3114-1,Car
10145,3114-2,Car
10146,3114-3,Car
10147,3114-4,Car
10148,3115-0,Car
10149,3115-1,Car
10150,3115-2,Car
10151,3115-3,Car
10152,3116-0,Car
10153,3116-1,Car
10154,3116-2,Car
10155,3116-3,Car
10156,3116-4,Car
10157,3117-0,Car
10158,3117-1,Car
10159,3117-2,Car
10160,3118-0,Car
10161,3118-1,Car
10162,3118-2,Car
10163,3118-3,Car
10164,3118-4,Car
10165,3119-0,Car
10166,3119-1,Car
10167,3120-0,Car
10168,3120-1,Car
10169,3121-0,Car
10170,3121-1,Car
10171,3121-2,Car
10172,3121-3,Car
10173,3121-4,Car
10174,3122-0,Car
10175,3122-1,Car
10176,3122-2,Car
10177,3122-3,Car
10178,3123-0,Car
10179,3123-1,Car
10180,3124-0,Car
10181,3124-1,Car
10182,3125-0,Car
10183,3125-1,Car
10184,3125-2,Car
10185,3125-3,Car
10186,3125-4,Car
10187,3126-0,Car
10188,3126-1,Car
10189,3126-2,Car
10190,3126-3,Car
10191,3126-4,Car
10192,3127-0,Car
10193,3127-1,Car
10194,3127-2,Car
10195,3128-0,Car
10196,3128-1,Car
10197,3128-2,Car
10198,3129-0,Car
10199,3129-1,Car
10200,3129-2,Car
10201,3130-0,Car
10202,3130-1,Car
10203,3130-2,Car
10204,3131-0,Car
10205,3131-1,Car
10206,3131-2,Car
10207,3132-0,Car
10208,3132-1,Car
10209,3132-2,Car
10210,3132-3,Car
10211,3133-0,Car
10212,3133-1,Car
10213,3133-2,Car
10214,3133-3,Car
10215,3134-0,Car
10216,3134-1,Car
10217,3134-2,Car
10218,3134-3,Car
10219,3134-4,Car
10220,3135-0,Car
10221,3135-1,Car
10222,3135-2,Car
10223,3135-3,Car
10224,3136-0,Car
10225,3136-1,Car
10226,3136-2,Car
10227,3137-0,Car
10228,3137-1,Car
10229,3138-0,Car
10230,3138-1,Car
10231,3138-2,Car
10232,3138-3,Car
10233,3139-0,Car
10234,3139-1,Car
10235,3139-2,Car
10236,3140-0,Car
10237,3140-1,Car
10238,3140-2,Car
10239,3141-0,Car
10240,3141-1,Car
10241,3141-2,Car
10242,3142-0,Car
10243,3142-1,Car
10244,3142-2,Car
10245,3143-0,Car
10246,3143-1,Car
10247,3144-0,Car
10248,3144-1,Car
10249,3145-0,Car
10250,3145-1,Car
10251,3145-2,Car
10252,3145-3,Car
10253,3146-0,Car
10254,3146-1,Car
10255,3146-2,Car
10256,3146-3,Car
10257,3146-4,Car
10258,3147-0,Car
10259,3147-1,Car
10260,3147-2,Car
10261,3148-0,Car
10262,3148-1,Car
10263,3148-2,Car
10264,3149-0,Car
10265,3149-1,Car
10266,3150-0,Car
10267,3150-1,Car
10268,3150-2,Car
10269,3150-3,Car
10270,3151-0,Car
10271,3151-1,Car
10272,3151-2,Car
10273,3152-0,Car
10274,3152-1,Car
10275,3152-2,Car
10276,3153-0,Car
10277,3153-1,Car
10278,3154-0,Car
10279,3154-1,Car
10280,3154-2,Car
10281,3155-0,Car
10282,3155-1,Car
10283,3155-2,Car
10284,3156-0,Car
10285,3156-1,Car
10286,3157-0,Car
10287,3157-1,Car
10288,3157-2,Car
10289,3157-3,Car
10290,3157-4,Car
10291,3158-0,Car
10292,3158-1,Car
10293,3158-2,Car
10294,3158-3,Car
10295,3159-0,Car
10296,3159-1,Car
10297,3160-0,Car
10298,3160-1,Car
10299,3160-2,Car
10300,3161-0,Car
10301,3161-1,Car
10302,3161-2,Car
10303,3162-0,Car
10304,3162-1,Car
10305,3163-0,Car
10306,3163-1,Car
10307,3164-0,Car
10308,3164-1,Car
10309,3164-2,Car
10310,3164-3,Car
10311,3164-4,Car
10312,3165-0,Car
10313,3165-1,Car
10314,3165-2,Car
10315,3166-0,Car
10316,3166-1,Car
10317,3167-0,Car
10318,3167-1,Car
10319,3167-2,Car
10320,3167-3,Car
10321,3167-4,Car
10322,3168-0,Car
10323,3168-1,Car
10324,3168-2,Car
10325,3168-3,Car
10326,3168-4,Car
10327,3169-0,Car
10328,3169-1,Car
10329,3169-2,Car
10330,3170-0,Car
10331,3170-1,Car
10332,3171-0,Car
10333,3171-1,Car
10334,3172-0,Car
10335,3172-1,Car
10336,3172-2,Car
10337,3173-0,Car
10338,3173-1,Car
10339,3173-2,Car
10340,3174-0,Car
10341,3174-1,Car
10342,3174-2,Car
10343,3174-3,Car
10344,3174-4,Car
10345,3175-0,Car
10346,3175-1,Car
10347,3175-2,Car
10348,3175-3,Car
10349,3176-0,Car
10350,3176-1,Car
10351,3176-2,Car
10352,3177-0,Car
10353,3177-1,Car
10354,3177-2,Car
10355,3177-3,Car
10356,3177-4,Car
10357,3178-0,Car
10358,3178-1,Car
10359,3179-0,Car
10360,3179-1,Car
10361,3179-2,Car
10362,3179-3,Car
10363,3180-0,Car
10364,3180-1,Car
10365,3181-0,Car
10366,3181-1,Car
10367,3181-2,Car
10368,3182-0,Car
10369,3182-1,Car
10370,3182-2,Car
10371,3182-3,Car
10372,3183-0,Car
10373,3183-1,Car
10374,3183-2,Car
10375,3184-0,Car
10376,3184-1,Car
10377,3185-0,Car
10378,3185-1,Car
10379,3185-2,Car
10380,3185-3,Car
10381,3185-4,Car
10382,3186-0,Car
10383,3186-1,Car
10384,3187-0,Car
10385,3187-1,Car
10386,3187-2,Car
10387,3188-0,Car
10388,3188-1,Car
10389,3188-2,Car
10390,3188-3,Car
10391,3188-4,Car
10392,3189-0,Car
10393,3189-1,Car
10394,3189-2,Car
10395,3189-3,Car
10396,3189-4,Car
10397,3190-0,Car
10398,3190-1,Car
10399,3191-0,Car
10400,3191-1,Car
10401,3191-2,Car
10402,3191-3,Car
10403,3191-4,Car
10404,3192-0,Car
10405,3192-1,Car
10406,3193-0,Car
10407,3193-1,Car
10408,3194-0,Car
10409,3194-1,Car
10410,3194-2,Car
10411,3195-0,Car
10412,3195-1,Car
10413,3195-2,Car
10414,3195-3,Car
10415,3196-0,Car
10416,3196-1,Car
10417,3196-2,Car
10418,3196-3,Car
10419,3196-4,Car
10420,3197-0,Car
10421,3197-1,Car
10422,3197-2,Car
10423,3197-3,Car
10424,3197-4,Car
10425,3198-0,Car
10426,3198-1,Car
10427,3198-2,Car
10428,3199-0,Car
10429,3199-1,Car
10430,3200-0,Car
10431,3200-1,Car
10432,3200-2,Car
10433,3201-0,Car
10434,3201-1,Car
10435,3202-0,Car
10436,3202-1,Car
10437,3202-2,Car
10438,3202-3,Car
10439,3202-4,Car
10440,3203-0,Car
10441,3203-1,Car
10442,3204-0,Car
10443,3204-1,Car
10444,3204-2,Car
10445,3205-0,Car
10446,3205-1,Car
10447,3206-0,Car
10448,3206-1,Car
10449,3206-2,Car
10450,3206-3,Car
10451,3206-4,Car
10452,3207-0,Car
10453,3207-1,Car
10454,3207-2,Car
10455,3208-0,Car
10456,3208-1,Car
10457,3208-2,Car
10458,3209-0,Car
10459,3209-1,Car
10460,3210-0,Car
10461,3210-1,Car
10462,3210-2,Car
10463,3210-3,Car
10464,3211-0,Car
10465,3211-1,Car
10466,3211-2,Car
10467,3211-3,Car
10468,3211-4,Car
10469,3212-0,Car
10470,3212-1,Car
10471,3212-2,Car
10472,3213-0,Car
10473,3213-1,Car
10474,3213-2,Car
10475,3213-3,Car
10476,3213-4,Car
10477,3214-0,Car
10478,3214-1,Car
10479,3214-2,Car
10480,3215-0,Car
10481,3215-1,Car
10482,3215-2,Car
10483,3216-0,Car
10484,3216-1,Car
10485,3216-2,Car
10486,3217-0,Car
10487,3217-1,Car
10488,3218-0,Car
10489,3218-1,Car
10490,3219-0,Car
10491,3219-1,Car
10492,3220-0,Car
10493,3220-1,Car
10494,3220-2,Car
10495,3221-0,Car
10496,3221-1,Car
10497,3222-0,Car
10498,3222-1,Car
10499,3222-2,Car
10500,3223-0,Car
10501,3223-1,Car
10502,3223-2,Car
10503,3224-0,Car
10504,3224-1,Car
10505,3224-2,Car
10506,3224-3,Car
10507,3225-0,Car
10508,3225-1,Car
10509,3226-0,Car
10510,3226-1,Car
10511,3226-2,Car
10512,3227-0,Car
10513,3227-1,Car
10514,3227-2,Car
10515,3227-3,Car
10516,3228-0,Car
10517,3228-1,Car
10518,3229-0,Car
10519,3229-1,Car
10520,3230-0,Car
10521,3230-1,Car
10522,3230-2,Car
10523,3230-3,Car
10524,3231-0,Car
10525,3231-1,Car
10526,3231-2,Car
10527,3232-0,Car
10528,3232-1,Car
10529,3232-2,Car
10530,3233-0,Car
10531,3233-1,Car
10532,3234-0,Car
10533,3234-1,Car
10534,3234-2,Car
10535,3235-0,Car
10536,3235-1,Car
10537,3235-2,Car
10538,3235-3,Car
10539,3236-0,Car
10540,3236-1,Car
10541,3236-2,Car
10542,3236-3,Car
10543,3236-4,Car
10544,3237-0,Car
10545,3237-1,Car
10546,3238-0,Car
10547,3238-1,Car
10548,3238-2,Car
10549,3239-0,Car
10550,3239-1,Car
10551,3240-0,Car
10552,3240-1,Car
10553,3241-0,Car
10554,3241-1,Car
10555,3241-2,Car
10556,3241-3,Car
10557,3242-0,Car
10558,3242-1,Car
10559,3242-2,Car
10560,3243-0,Car
10561,3243-1,Car
10562,3244-0,Car
10563,3244-1,Car
10564,3245-0,Car
10565,3245-1,Car
10566,3245-2,Car
10567,3245-3,Car
10568,3246-0,Car
10569,3246-1,Car
10570,3246-2,Car
10571,3246-3,Car
10572,3247-0,Car
10573,3247-1,Car
10574,3247-2,Car
10575,3248-0,Car
10576,3248-1,Car
10577,3249-0,Car
10578,3249-1,Car
10579,3249-2,Car
10580,3249-3,Car
10581,3249-4,Car
10582,3250-0,Car
10583,3250-1,Car
10584,3250-2,Car
10585,3250-3,Car
10586,3250-4,Car
10587,3251-0,Car
10588,3251-1,Car
10589,3251-2,Car
10590,3252-0,Car
10591,3252-1,Car
10592,3252-2,Car
10593,3252-3,Car
10594,3253-0,Car
10595,3253-1,Car
10596,3253-2,Car
10597,3254-0,Car
10598,3254-1,Car
10599,3254-2,Car
10600,3254-3,Car
10601,3255-0,Car
10602,3255-1,Car
10603,3256-0,Car
10604,3256-1,Car
10605,3256-2,Car
10606,3256-3,Car
10607,3256-4,Car
10608,3257-0,Car
10609,3257-1,Car
10610,3257-2,Car
10611,3258-0,Car
10612,3258-1,Car
10613,3258-2,Car
10614,3259-0,Car
10615,3259-1,Car
10616,3259-2,Car
10617,3260-0,Car
10618,3260-1,Car
10619,3261-0,Car
10620,3261-1,Car
10621,3261-2,Car
10622,3262-0,Car
10623,3262-1,Car
10624,3262-2,Car
10625,3262-3,Car
10626,3263-0,Car
10627,3263-1,Car
10628,3263-2,Car
10629,3263-3,Car
10630,3264-0,Car
10631,3264-1,Car
10632,3264-2,Car
10633,3265-0,Car
10634,3265-1,Car
10635,3265-2,Car
10636,3265-3,Car
10637,3266-0,Car
10638,3266-1,Car
10639,3266-2,Car
10640,3267-0,Car
10641,3267-1,Car
10642,3267-2,Car
10643,3268-0,Car
10644,3268-1,Car
10645,3268-2,Car
10646,3269-0,Car
10647,3269-1,Car
10648,3269-2,Car
10649,3269-3,Car
10650,3269-4,Car
10651,3270-0,Car
10652,3270-1,Car
10653,3271-0,Car
10654,3271-1,Car
10655,3271-2,Car
10656,3271-3,Car
10657,3272-0,Car
10658,3272-1,Car
10659,3272-2,Car
10660,3273-0,Car
10661,3273-1,Car
10662,3273-2,Car
10663,3273-3,Car
10664,3273-4,Car
10665,3274-0,Car
10666,3274-1,Car
10667,3275-0,Car
10668,3275-1,Car
10669,3276-0,Car
10670,3276-1,Car
10671,3276-2,Car
10672,3277-0,Car
10673,3277-1,Car
10674,3277-2,Car
10675,3277-3,Car
10676,3277-4,Car
10677,3278-0,Car
10678,3278-1,Car
10679,3278-2,Car
10680,3278-3,Car
10681,3279-0,Car
10682,3279-1,Car
10683,3280-0,Car
10684,3280-1,Car
10685,3280-2,Car
10686,3281-0,Car
10687,3281-1,Car
10688,3282-0,Car
10689,3282-1,Car
10690,3283-0,Car
10691,3283-1,Car
10692,3283-2,Car
10693,3283-3,Car
10694,3284-0,Car
10695,3284-1,Car
10696,3284-2,Car
10697,3284-3,Car
10698,3284-4,Car
10699,3285-0,Car
10700,3285-1,Car
10701,3285-2,Car
10702,3286-0,Car
10703,3286-1,Car
10704,3287-0,Car
10705,3287-1,Car
10706,3287-2,Car
10707,3287-3,Car
10708,3287-4,Car
10709,3288-0,Car
10710,3288-1,Car
10711,3288-2,Car
10712,3288-3,Car
10713,3288-4,Car
10714,3289-0,Car
10715,3289-1,Car
10716,3289-2,Car
10717,3290-0,Car
10718,3290-1,Car
10719,3290-2,Car
10720,3291-0,Car
10721,3291-1,Car
10722,3291-2,Car
10723,3292-0,Car
10724,3292-1,Car
10725,3292-2,Car
10726,3293-0,Car
10727,3293-1,Car
10728,3293-2,Car
10729,3293-3,Car
10730,3294-0,Car
10731,3294-1,Car
10732,3295-0,Car
10733,3295-1,Car
10734,3295-2,Car
10735,3295-3,Car
10736,3296-0,Car
10737,3296-1,Car
10738,3297-0,Car
10739,3297-1,Car
10740,3297-2,Car
10741,3297-3,Car
10742,3298-0,Car
10743,3298-1,Car
10744,3299-0,Car
10745,3299-1,Car
10746,3300-0,Car
10747,3300-1,Car
10748,3300-2,Car
10749,3301-0,Car
10750,3301-1,Car
10751,3302-0,Car
10752,3302-1,Car
10753,3302-2,Car
10754,3303-0,Car
10755,3303-1,Car
10756,3303-2,Car
10757,3304-0,Car
10758,3304-1,Car
10759,3304-2,Car
10760,3305-0,Car
10761,3305-1,Car
10762,3306-0,Car
10763,3306-1,Car
10764,3306-2,Car
10765,3306-3,Car
10766,3307-0,Car
10767,3307-1,Car
10768,3307-2,Car
10769,3308-0,Car
